,zpid,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,city_austin,city_del valle,city_driftwood,city_dripping springs,city_manchaca,city_manor,city_pflugerville,city_road,city_west lake hills,homeType_Apartment,homeType_Condo,homeType_Mobile / Manufactured,homeType_MultiFamily,homeType_Multiple Occupancy,homeType_Other,homeType_Residential,homeType_Single Family,homeType_Townhouse,homeType_Vacant Land
1694,80080552,78737,30.17496109008789,-97.99906158447266,2.01,3,1,1,1,1,0,1,3,2006,649000.0,4,2020-07-10,7,2020,35,0,4,2,1,3,0,1,1,16117.2,5950.0,0,0,2,0,0.2,8.0,743,15,5.0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1695,202161550,78737,30.16147041320801,-97.93742370605467,2.01,0,1,1,0,1,0,1,0,2015,549999.0,4,2019-08-14,8,2019,38,0,7,1,2,2,0,0,0,16988.4,3399.0,0,0,2,0,4.1,8.0,743,15,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1696,80075550,78737,30.17557144165039,-97.9988784790039,2.01,4,1,1,1,1,1,0,4,2006,650000.0,3,2020-11-13,11,2020,118,0,3,4,0,0,0,0,0,17424.0,4153.0,0,0,2,0,0.2,8.0,743,15,5.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1697,243293049,78737,30.15218544006348,-97.93502044677734,2.01,3,1,1,1,1,0,1,3,2016,569444.0,1,2020-05-04,5,2020,5,0,2,2,1,0,0,0,0,11325.6,3100.0,1,0,1,1,6.5,7.0,1137,16,4.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1698,202153047,78737,30.16947364807129,-97.99095153808594,2.01,2,1,1,1,1,1,0,2,2008,429999.0,2,2020-11-03,11,2020,69,0,2,2,2,0,0,0,0,11761.2,2964.0,1,0,1,1,2.9,7.0,1137,16,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1699,84141545,78737,30.17106628417969,-98.0012435913086,2.01,2,1,1,1,1,0,1,2,2007,580000.0,3,2020-03-23,3,2020,40,0,3,2,3,1,0,1,0,13068.0,3508.0,0,0,2,0,0.4,8.0,743,15,4.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700,69679541,78737,30.16574668884277,-97.95500946044922,2.01,4,1,1,1,1,1,1,4,2005,1099000.0,3,2018-06-01,6,2018,38,0,4,2,0,0,0,0,0,137214.0,5335.0,0,0,2,0,2.9,8.0,743,15,5.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1701,119628040,78737,30.16491889953613,-97.99433135986328,2.01,1,1,1,1,1,0,0,1,2017,469900.0,6,2018-05-15,5,2018,28,0,3,2,0,0,0,0,0,10454.0,3398.0,0,0,2,0,0.9,8.0,743,15,4.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1702,122189039,78737,30.180768966674805,-97.9836654663086,2.01,0,1,1,0,1,0,0,0,2013,479900.0,1,2018-04-03,4,2018,62,0,0,1,0,0,0,0,0,8712.0,3345.0,1,0,1,0,4.5,6.0,777,16,5.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1703,119622539,78737,30.16801071166992,-97.98332214355467,2.01,2,1,1,1,1,0,1,2,2013,439900.0,2,2019-12-11,12,2019,19,0,8,2,2,3,0,2,2,2988215.9999999995,2655.0,1,0,1,1,3.333333333333333,7.0,1137,16,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1704,69679537,78737,30.15832710266113,-97.96707153320312,2.01,2,0,1,1,1,0,1,2,2005,579444.0,2,2020-03-20,3,2020,38,0,8,2,0,0,0,0,0,87120.0,2167.0,0,0,2,0,2.4,8.0,743,15,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1705,202189534,78737,30.15205001831055,-97.93383026123048,2.01,0,1,1,0,1,0,1,0,2015,524900.0,3,2019-10-10,10,2019,34,0,0,1,1,1,0,0,0,13068.0,3085.0,1,0,1,1,6.6000000000000005,7.0,1137,16,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1706,121658531,78739,30.17205238342285,-97.91251373291016,1.98,2,1,1,1,1,0,0,2,2014,849900.0,2,2019-05-30,5,2019,58,0,4,2,0,0,0,0,0,9801.0,4386.0,1,0,1,1,2.9,9.0,1755,18,5.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1707,119632530,78737,30.169294357299805,-97.9848175048828,2.01,3,1,1,1,1,0,1,3,2013,399500.0,4,2020-04-21,4,2020,40,0,1,2,1,1,0,1,1,6500.0,2481.0,0,0,2,0,1.1,8.0,743,15,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,251028527,78739,30.174034118652344,-97.9167251586914,1.98,2,1,1,1,1,0,1,2,2017,600000.0,2,2019-10-11,10,2019,1,0,2,2,1,0,0,0,0,6795.0,2909.0,1,0,1,1,3.0333333333333337,9.0,1755,18,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1709,202189524,78737,30.15415573120117,-97.9377670288086,2.01,0,1,1,0,1,0,1,0,2016,619000.0,1,2019-06-13,6,2019,35,0,3,1,1,2,0,2,0,11761.2,3431.0,1,0,1,1,5.833333333333332,6.666666666666668,1462,19,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1710,121656522,78739,30.17523956298828,-97.91255950927734,1.98,0,1,1,0,1,0,1,0,2014,599900.0,3,2019-10-03,10,2019,40,0,4,1,2,1,0,0,0,8668.0,2537.0,1,0,1,1,2.8000000000000003,9.0,1755,18,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1711,111966515,78737,30.162752151489247,-97.99632263183594,2.01,0,1,1,0,1,0,0,0,2010,380000.0,4,2019-08-10,8,2019,37,0,3,1,2,0,0,1,0,15245.999999999998,2326.0,0,0,2,0,1.0,8.0,743,15,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1712,251028514,78739,30.17584609985352,-97.91584777832033,1.98,2,1,1,1,1,0,1,2,2017,639990.0,1,2020-03-23,3,2020,31,0,3,2,3,0,0,2,0,8712.0,2573.0,1,0,1,1,2.9,9.0,1755,18,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1713,28602511,78737,30.14313125610352,-97.96349334716795,2.01,0,1,1,0,1,0,0,0,1985,199000.0,1,2019-04-01,4,2019,30,0,2,0,0,0,0,0,0,225205.2,1212.0,1,0,1,1,5.2,7.0,1137,16,2.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1714,2084298010,78737,30.170330047607425,-97.9841766357422,2.01,0,1,1,0,1,0,1,0,2011,475000.0,2,2019-08-22,8,2019,1,0,5,1,1,1,0,0,0,11325.6,2973.0,1,0,1,1,3.233333333333333,7.0,1137,16,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1715,80078505,78737,30.17152404785156,-97.9968490600586,2.01,3,1,1,1,1,0,1,3,2006,409975.0,5,2019-01-10,1,2019,33,0,7,2,0,0,0,0,1,4375.0,2814.0,0,0,2,0,0.5,8.0,743,15,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1716,80077001,78737,30.171911239624023,-97.99560546875,2.01,3,1,1,1,1,0,0,3,2006,415000.0,2,2018-05-21,5,2018,1,0,4,2,0,0,0,0,1,12632.4,2843.0,0,0,2,0,0.5,8.0,743,15,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1717,119620000,78737,30.16032600402832,-97.9987335205078,2.01,3,1,1,1,1,0,1,3,2012,449900.0,4,2018-06-30,6,2018,39,0,3,2,0,0,0,0,1,10193.0,2886.0,0,0,2,0,1.1,8.0,743,15,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1718,29347494,78730,30.35518455505371,-97.83846282958984,1.98,2,0,1,1,1,0,1,2,1990,750000.0,2,2020-02-20,2,2020,30,0,3,2,3,2,0,0,0,91040.4,2934.0,1,0,1,1,2.566666666666667,7.0,1381,16,4.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,29355997,78730,30.37820243835449,-97.8182601928711,1.98,2,1,1,1,1,0,1,2,1990,1058000.0,4,2020-10-20,10,2020,55,0,3,2,1,3,0,0,0,86248.8,3649.0,1,0,1,1,5.533333333333334,7.0,1177,16,5.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1720,29364159,78750,30.39647483825684,-97.80179595947266,1.98,3,1,1,1,1,0,1,3,1995,735000.0,2,2019-05-28,5,2019,53,0,5,2,0,1,0,1,0,9191.0,3242.0,1,0,1,1,3.533333333333333,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1721,29363931,78759,30.39529037475586,-97.76905822753906,1.98,4,0,1,1,1,1,1,4,1992,975000.0,1,2020-11-24,11,2020,64,0,6,2,2,2,0,0,0,22215.6,3874.0,1,0,1,1,2.0,7.0,1523,17,6.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1722,29364155,78750,30.394132614135746,-97.7992172241211,1.98,3,1,1,1,1,1,1,3,1998,884000.0,5,2020-06-11,6,2020,73,0,7,3,1,3,0,1,0,13939.2,4783.0,1,0,1,1,3.333333333333333,7.0,1523,17,5.0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1723,29364427,78759,30.40229606628418,-97.76898193359376,1.98,0,0,1,0,1,0,0,0,1994,565000.0,5,2018-12-21,12,2018,27,0,1,1,0,0,0,0,0,9626.0,2978.0,1,0,1,1,2.333333333333333,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1724,29364426,78759,30.40217590332031,-97.76880645751952,1.98,2,0,1,1,1,0,0,2,1995,675000.0,1,2019-05-15,5,2019,39,0,3,2,0,0,0,0,0,9104.0,3367.0,1,0,1,1,2.333333333333333,7.0,1523,17,4.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1725,29356149,78730,30.37611389160156,-97.82460021972656,1.98,0,1,1,0,1,0,0,0,1993,775000.0,3,2018-07-07,7,2018,29,0,5,1,0,0,0,0,0,50965.2,3400.0,1,0,1,1,1.3999999999999997,7.0,1381,16,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1726,29362426,78759,30.38444519042969,-97.7639389038086,1.98,0,0,1,0,1,0,1,0,1994,605000.0,5,2018-11-08,11,2018,1,0,4,1,0,0,0,0,0,24829.2,2261.0,1,0,1,1,1.2666666666666666,7.0,1523,17,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1727,29364146,78750,30.395055770874023,-97.79963684082033,1.98,3,1,1,1,1,1,0,3,1995,775000.0,6,2019-11-08,11,2019,37,0,1,2,2,0,0,0,0,10410.0,3604.0,1,0,1,1,3.3666666666666667,7.0,1523,17,4.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1728,29364488,78759,30.403425216674805,-97.76246643066406,1.98,2,1,1,1,1,0,0,2,1984,540000.0,3,2019-03-05,3,2019,39,0,3,2,0,0,0,0,0,9583.0,2278.0,1,0,1,1,2.2666666666666666,7.0,1523,17,2.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1729,29361141,78750,30.378536224365234,-97.7953872680664,1.98,2,1,1,1,1,1,0,2,1988,705000.0,3,2020-06-04,6,2020,40,0,3,2,1,2,0,1,0,52707.6,2374.0,1,0,1,1,2.766666666666666,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1730,29363915,78759,30.39372253417969,-97.7663345336914,1.98,6,0,1,1,1,1,0,6,2001,1500000.0,1,2020-12-28,12,2020,40,0,3,4,2,1,0,0,0,60112.8,5276.0,1,0,1,1,1.8,7.0,1523,17,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1731,29359140,78730,30.37347412109375,-97.8424301147461,1.98,2,1,1,1,1,0,1,2,1997,369900.0,6,2020-10-09,10,2020,93,0,5,2,2,1,0,1,0,6534.0,2513.0,1,0,1,1,1.5333333333333332,7.0,1381,16,3.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1732,29364412,78759,30.40023803710937,-97.767822265625,1.98,2,1,1,1,1,0,1,2,1994,536000.0,3,2018-11-03,11,2018,25,0,3,2,0,0,0,0,0,14810.4,2379.0,1,0,1,1,2.2,7.0,1523,17,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1733,64707408,78759,30.40538024902344,-97.77771759033205,1.98,2,1,1,1,1,1,1,2,2003,1013000.0,2,2018-07-23,7,2018,26,0,3,2,0,0,0,0,0,13939.2,4674.0,1,0,1,1,1.8333333333333333,9.0,1616,16,5.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1734,29359126,78730,30.37606430053711,-97.8450698852539,1.98,0,1,1,0,1,0,1,0,1995,510000.0,6,2019-11-19,11,2019,1,0,0,1,3,0,0,1,0,6098.0,2546.0,1,0,1,1,1.4,7.0,1381,16,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1735,58299903,78759,30.382598876953125,-97.75962829589844,1.98,2,0,1,1,1,0,0,2,1973,679000.0,1,2020-06-17,6,2020,37,1,3,2,3,0,0,0,0,10585.0,2854.0,1,0,1,1,1.0666666666666669,7.0,1523,17,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1736,29359120,78730,30.37548065185547,-97.84455871582033,1.98,0,1,1,0,1,0,1,0,1997,665000.0,1,2019-05-02,5,2019,40,0,4,1,0,1,0,1,0,9452.0,3164.0,1,0,1,1,1.4333333333333331,7.0,1381,16,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1737,29364403,78759,30.402706146240234,-97.76089477539062,1.98,0,1,1,0,1,0,0,0,1992,649900.0,4,2018-08-16,8,2018,1,0,3,1,0,0,0,0,0,11325.6,2361.0,1,0,1,1,2.1666666666666665,7.0,1523,17,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1738,29359119,78730,30.37559509277344,-97.8443374633789,1.98,0,1,1,0,1,0,0,0,1996,550000.0,3,2018-06-05,6,2018,37,0,3,1,0,0,0,0,0,9570.0,2862.0,1,0,1,1,1.4333333333333331,7.0,1381,16,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1739,29363900,78759,30.395618438720703,-97.76677703857422,1.98,0,0,1,0,1,0,0,0,1994,775000.0,1,2019-04-29,4,2019,31,0,3,1,0,0,0,0,0,35283.60000000001,3368.0,1,0,1,1,1.9,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1740,29359116,78730,30.37607955932617,-97.84406280517578,1.98,2,1,1,1,1,0,1,2,1998,575000.0,1,2019-06-12,6,2019,44,0,7,2,0,0,0,0,0,8319.0,3500.0,1,0,1,1,1.4,7.0,1381,16,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1741,58299886,78759,30.385263442993164,-97.75572967529295,1.98,5,0,1,1,1,0,1,5,1976,525000.0,6,2019-05-10,5,2019,33,0,3,3,0,1,0,2,0,14374.8,2797.0,1,0,1,1,1.0666666666666669,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1742,29361113,78750,30.378894805908203,-97.7986831665039,1.98,0,0,1,0,1,0,0,0,1990,524900.0,3,2018-07-18,7,2018,29,0,4,1,0,0,0,0,0,10323.0,2196.0,1,0,1,1,2.9666666666666663,7.0,1523,17,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1743,29364385,78759,30.40207862854004,-97.7602767944336,1.98,0,0,1,0,1,0,1,0,1999,899900.0,1,2020-04-01,4,2020,1,0,5,1,1,2,0,2,0,13503.6,3670.0,1,0,1,1,2.1666666666666665,7.0,1523,17,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1744,29361110,78750,30.37861633300781,-97.80096435546876,1.98,2,1,1,1,1,0,1,2,1997,775000.0,3,2020-07-22,7,2020,35,0,3,2,3,2,0,0,0,72309.59999999999,3252.0,1,0,1,1,3.1333333333333333,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1745,58299884,78759,30.38571548461914,-97.7560043334961,1.98,2,0,1,1,1,0,1,2,1972,500000.0,2,2019-05-10,5,2019,30,0,5,2,0,0,0,0,0,9147.0,2112.0,1,0,1,1,1.1,7.0,1523,17,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1746,29363471,78750,30.39291763305664,-97.80062103271484,1.98,0,1,1,0,1,0,0,0,1995,574900.0,2,2018-02-21,2,2018,35,0,3,1,0,0,0,0,0,10890.0,2428.0,1,0,1,1,3.3666666666666667,7.0,1523,17,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1747,29364382,78759,30.40386962890625,-97.7612075805664,1.98,0,1,1,0,1,0,0,0,1999,899900.0,5,2019-12-23,12,2019,1,0,0,1,0,0,0,0,0,18295.2,3202.0,1,0,1,1,2.2666666666666666,7.0,1523,17,4.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1748,29361103,78750,30.380088806152344,-97.80062103271484,1.98,0,1,1,0,1,0,1,0,1988,829000.0,1,2019-12-07,12,2019,38,0,5,1,0,0,0,0,0,102366.0,3429.0,1,0,1,1,3.1333333333333333,7.0,1523,17,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1749,29363963,78759,30.39761161804199,-97.76604461669922,1.98,0,1,1,0,1,0,1,0,1997,749000.0,2,2019-06-28,6,2019,1,0,3,2,0,2,0,3,0,20037.6,3060.0,1,0,1,1,2.033333333333333,7.0,1523,17,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1750,58299379,78759,30.379642486572266,-97.75707244873048,1.98,0,0,1,0,1,0,0,0,1993,499000.0,4,2020-12-10,12,2020,1,0,0,1,0,0,0,0,0,9191.0,2687.0,1,0,1,1,0.8333333333333334,7.0,1523,17,2.5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1751,124844101,78726,30.4024658203125,-97.84375762939452,1.98,0,1,1,0,1,0,1,0,2015,529000.0,5,2019-11-26,11,2019,25,0,3,1,0,2,0,1,0,8363.0,2154.0,1,0,1,1,0.9666666666666668,7.0,1381,16,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1752,58299378,78759,30.37941169738769,-97.75716400146484,1.98,2,0,1,1,1,0,0,2,1980,649800.0,6,2020-08-10,8,2020,60,0,4,2,2,0,0,0,0,10105.0,2381.0,1,0,1,1,0.8333333333333334,7.0,1523,17,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,58299377,78759,30.37925148010254,-97.75727081298828,1.98,0,0,1,0,1,0,0,0,1980,520000.0,2,2019-08-01,8,2019,30,0,2,1,1,0,0,0,0,12196.8,1907.0,1,0,1,1,0.8333333333333334,7.0,1523,17,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1754,29347600,78730,30.353872299194336,-97.8411102294922,1.98,0,0,1,0,1,0,0,0,1998,799000.0,3,2020-04-06,4,2020,6,0,0,2,0,0,0,0,0,69260.40000000001,3250.0,1,0,1,1,2.6333333333333333,7.0,1381,16,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1755,58299371,78759,30.38073921203613,-97.76070404052734,1.98,0,0,1,0,1,0,0,0,1974,799900.0,3,2018-03-26,3,2018,1,0,2,1,0,0,0,0,0,11325.6,2400.0,1,0,1,1,1.0,7.0,1523,17,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1756,58299362,78759,30.382169723510746,-97.75623321533205,1.98,0,0,1,0,1,0,0,0,1979,850000.0,3,2018-05-22,5,2018,23,0,4,1,0,0,0,0,0,11761.2,3515.0,1,0,1,1,0.9333333333333332,7.0,1523,17,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1757,29347593,78730,30.354427337646484,-97.84022521972656,1.98,0,0,1,0,1,1,0,0,1984,750000.0,1,2018-01-31,1,2018,38,0,3,1,0,0,0,0,0,86684.4,3055.0,1,0,1,1,2.6,7.0,1381,16,3.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1758,29363830,78759,30.39495849609375,-97.76227569580078,1.98,2,0,1,1,1,0,0,2,1984,475000.0,2,2020-03-13,3,2020,1,0,5,2,0,0,0,0,0,35719.2,2495.0,1,0,1,1,1.7666666666666666,7.0,1523,17,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1759,29356084,78730,30.376310348510746,-97.81855010986328,1.98,2,1,1,1,1,1,0,2,1986,799900.0,2,2019-06-03,6,2019,37,0,3,2,0,0,0,0,0,43995.6,3697.0,1,0,1,1,5.466666666666666,7.0,1177,16,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1760,29361072,78750,30.37770652770996,-97.787841796875,1.98,3,1,1,1,1,0,0,3,1992,625000.0,2,2020-10-09,10,2020,37,0,5,2,0,0,0,1,0,11761.2,2825.0,1,0,1,1,2.333333333333333,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1761,121656571,78750,30.39305114746093,-97.82673645019533,1.98,2,1,1,1,1,0,0,2,2013,395000.0,2,2020-06-12,6,2020,37,0,3,2,2,0,0,0,0,6368.0,2518.0,1,0,1,1,0.6,7.0,1381,16,4.0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1762,58299817,78759,30.38560104370117,-97.75524139404295,1.98,0,0,1,0,1,0,0,0,1972,625000.0,2,2019-05-29,5,2019,1,0,4,1,0,0,0,0,0,10454.0,1788.0,1,0,1,1,1.1,7.0,1523,17,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1763,29365306,78759,30.40484046936035,-97.7716293334961,1.98,2,0,1,1,1,0,0,2,2003,879000.0,3,2020-09-21,9,2020,120,0,6,2,3,3,0,1,0,14810.4,3359.0,0,0,0,0,1.838295658649848,5.778694090331862,1237,15,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1764,58299795,78759,30.38286209106445,-97.76153564453124,1.98,2,0,1,1,1,0,1,2,1976,725000.0,9,2019-09-03,9,2019,29,0,4,2,0,0,0,0,0,10410.0,2321.0,1,0,1,1,1.1333333333333335,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1765,29361066,78750,30.38043975830078,-97.7863540649414,1.98,2,1,1,1,1,0,0,2,1997,450000.0,6,2018-06-29,6,2018,34,0,2,2,0,0,0,0,0,11325.6,2496.0,1,0,1,1,2.3000000000000003,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1766,29363795,78759,30.3976993560791,-97.76133728027344,1.98,2,1,1,1,1,0,1,2,1981,750000.0,1,2019-03-07,3,2019,29,0,5,2,0,0,0,0,0,25700.4,3057.0,1,0,1,1,1.9,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1767,29356066,78730,30.37882995605469,-97.81478118896484,1.98,2,1,1,1,1,0,1,2,1993,899000.0,1,2018-06-01,6,2018,54,0,3,2,0,0,0,0,0,93218.4,3396.0,1,0,1,1,5.366666666666666,7.0,1177,16,4.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1768,58299788,78759,30.38355827331543,-97.7605438232422,1.98,2,0,1,1,1,0,1,2,1977,699000.0,2,2020-06-12,6,2020,39,0,2,2,1,1,0,0,0,10628.0,2489.0,1,0,1,1,1.1333333333333335,7.0,1523,17,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1769,29356063,78730,30.37765312194824,-97.81639862060548,1.98,3,1,1,1,1,0,1,3,1991,1200000.0,1,2020-12-18,12,2020,35,0,2,2,1,2,0,0,0,43560.0,4065.0,1,0,1,1,5.433333333333334,7.0,1177,16,5.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1770,29365285,78759,30.40536880493164,-97.77117919921876,1.98,0,1,1,0,1,0,1,0,1990,965000.0,2,2019-08-01,8,2019,39,0,3,1,2,2,0,2,0,59241.60000000001,4083.0,1,0,1,1,2.066666666666667,8.333333333333334,1638,16,5.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1771,29361057,78750,30.380014419555664,-97.78595733642578,1.98,2,1,1,1,1,0,1,2,1998,750000.0,6,2020-10-15,10,2020,67,0,2,2,3,2,0,0,0,11325.6,2665.0,1,0,1,1,2.233333333333333,7.0,1523,17,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1772,58299778,78759,30.385183334350582,-97.76019287109376,1.98,2,0,1,1,1,0,1,2,1977,649900.0,2,2019-06-17,6,2019,1,0,3,2,3,5,0,2,0,11761.2,2147.0,1,0,1,1,1.1666666666666667,7.0,1523,17,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1773,29365271,78759,30.406169891357425,-97.77165222167967,1.98,3,0,1,1,1,1,0,3,1987,575000.0,1,2019-06-18,6,2019,1,0,8,2,1,1,0,2,0,23958.000000000004,2629.0,1,0,1,1,2.033333333333333,8.333333333333334,1638,16,3.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
