,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear
2353,70343738,305000.0,2.0,1944.0,4,5.333333333333333,1,15,1,-97.78461456298828,1,78747,1.98,2020-06-15,6,2020
2354,70342152,249900.0,3.0,2234.0,3,3.6666666666666665,2,15,1,-97.74469757080078,1,78747,1.98,2019-03-15,3,2019
2355,121658256,255000.0,3.0,2101.0,3,5.333333333333333,2,15,1,-97.74500274658205,1,78747,1.98,2019-09-23,9,2019
2356,83817723,625000.0,3.0,2633.0,4,8.333333333333334,1,17,1,-97.9049301147461,1,78732,1.98,2019-06-28,6,2019
2357,83829992,799888.0,4.0,4527.0,4,8.666666666666666,2,17,1,-97.9071044921875,1,78732,1.98,2018-06-23,6,2018
2358,29516734,349900.0,3.0,1990.0,3,5.333333333333333,1,15,1,-97.77862548828124,1,78747,1.98,2019-04-09,4,2019
2359,29359723,399000.0,2.0,2619.0,4,8.333333333333334,1,17,1,-97.8939971923828,1,78732,1.98,2018-05-26,5,2018
2360,29356991,400000.0,3.0,2742.0,4,8.666666666666666,2,17,1,-97.89563751220705,1,78732,1.98,2018-08-30,8,2018
2361,83813650,310000.0,3.0,2801.0,3,5.333333333333333,2,15,1,-97.7436752319336,1,78747,1.98,2020-03-10,3,2020
2362,305426732,299900.0,3.0,2050.0,3,5.333333333333333,2,15,1,-97.76897430419922,1,78747,1.98,2020-08-07,8,2020
2363,111371748,200000.0,3.0,1665.0,3,5.333333333333333,2,15,1,-97.74012756347656,1,78747,1.98,2018-08-12,8,2018
2364,29361707,383000.0,3.0,2832.0,3,8.333333333333334,2,17,1,-97.89192962646484,1,78732,1.98,2018-11-09,11,2018
2365,29357264,550000.0,3.0,2802.0,4,8.666666666666666,2,17,1,-97.90039825439452,1,78732,1.98,2020-12-01,12,2020
2366,80096228,238000.0,2.0,1493.0,3,5.333333333333333,1,15,1,-97.76902770996094,1,78747,1.98,2019-08-29,8,2019
2367,120897238,255000.0,3.0,2038.0,3,5.333333333333333,2,15,1,-97.74271392822266,1,78747,1.98,2019-09-05,9,2019
2368,29361706,364900.0,4.0,2882.0,5,8.333333333333334,2,17,1,-97.8922348022461,1,78732,1.98,2019-08-27,8,2019
2369,58311637,269900.0,3.0,2711.0,4,3.6666666666666665,2,15,1,-97.73726654052734,1,78747,1.98,2020-01-13,1,2020
2370,29361705,500000.0,2.0,2851.0,4,8.333333333333334,1,17,1,-97.89253997802734,1,78732,1.98,2020-11-06,11,2020
2371,29359449,1014950.0,3.0,3732.0,4,7.0,2,16,1,-97.85579681396484,1,78730,1.98,2020-12-09,12,2020
2372,29469635,229900.0,2.0,1619.0,3,3.6666666666666665,1,15,1,-97.7429428100586,1,78744,1.98,2018-07-10,7,2018
2373,29356986,600000.0,4.0,4030.0,4,8.333333333333334,2,17,1,-97.88414764404295,1,78732,1.98,2018-10-01,10,2018
2374,29361701,550000.0,3.0,3070.0,5,8.333333333333334,1,17,1,-97.8919448852539,1,78732,1.98,2020-12-03,12,2020
2375,241452634,327000.0,3.0,1935.0,3,5.333333333333333,2,15,1,-97.75436401367188,1,78747,1.98,2020-10-27,10,2020
2376,2078760419,625000.0,2.0,1763.0,3,8.0,1,14,0,-97.85690307617188,0,78733,1.98,2020-09-25,9,2020
2377,111372711,265000.0,3.0,1774.0,3,5.333333333333333,2,15,1,-97.73937225341795,1,78747,1.98,2020-05-28,5,2020
2378,29356985,515000.0,4.0,3863.0,4,8.333333333333334,2,17,1,-97.88416290283205,1,78732,1.98,2018-09-29,9,2018
2379,29361688,367500.0,2.5,2526.0,3,8.333333333333334,2,17,1,-97.8929672241211,1,78732,1.98,2019-10-18,10,2019
2380,241933133,399900.0,3.0,2881.0,3,3.6666666666666665,2,12,1,-97.72982788085938,1,78744,1.98,2020-08-14,8,2020
2381,29351913,760000.0,4.0,3908.0,4,7.0,2,16,1,-97.8544692993164,1,78730,1.98,2020-02-07,2,2020
2382,29474438,492000.0,2.0,1780.0,3,7.0,1,17,1,-97.91505432128906,1,78736,1.98,2020-07-09,7,2020
2383,29474408,385000.0,2.0,1311.0,3,7.0,1,17,1,-97.91577911376952,1,78736,1.98,2019-09-12,9,2019
2384,125091291,965000.0,4.0,3011.0,4,7.0,1,17,1,-97.91010284423828,1,78736,1.98,2019-09-25,9,2019
2385,241933705,950000.0,4.0,3214.0,4,7.0,1,17,1,-97.9119873046875,1,78736,1.98,2019-12-30,12,2019
2386,29478195,447500.0,3.0,2128.0,3,7.0,1,17,1,-97.91896057128906,1,78736,1.98,2018-12-27,12,2018
2387,29478194,525000.0,3.0,2307.0,3,7.0,1,17,1,-97.91893005371094,1,78736,1.98,2020-11-10,11,2020
2388,29478193,275000.0,2.0,1320.0,3,7.0,1,17,1,-97.9190444946289,1,78736,1.98,2019-11-15,11,2019
2389,29478184,550000.0,3.0,2100.0,4,7.0,1,17,1,-97.91877746582033,1,78736,1.98,2020-12-04,12,2020
2390,29478182,399000.0,1.0,1197.0,3,7.0,1,17,1,-97.91815948486328,1,78736,1.98,2020-11-02,11,2020
2391,243293496,530000.0,3.0,2709.0,4,7.0,1,16,1,-97.98786163330078,1,78737,2.01,2020-10-20,10,2020
2392,110537181,359900.0,3.0,1647.0,4,7.0,2,17,1,-97.9172134399414,1,78736,1.98,2020-07-10,7,2020
2393,84140930,475000.0,5.0,3580.0,5,6.0,2,16,0,-97.99020385742188,1,78737,2.01,2019-12-09,12,2019
2394,29476121,169900.0,2.0,1512.0,3,7.0,1,17,1,-97.91629028320312,1,78736,1.98,2018-05-12,5,2018
2395,84134423,407000.0,3.0,2600.0,4,6.0,1,16,0,-97.98013305664062,1,78737,2.01,2020-06-29,6,2020
2396,29476114,374900.0,2.0,1530.0,3,7.0,1,17,1,-97.91764831542967,1,78736,1.98,2019-12-30,12,2019
2397,29323584,376500.0,4.0,3642.0,5,7.0,2,17,1,-97.9103012084961,1,78736,1.98,2019-08-26,8,2019
2398,243293921,435000.0,3.0,2157.0,2,6.0,1,16,0,-97.98851776123048,1,78737,2.01,2019-03-14,3,2019
2399,29323570,680000.0,4.0,3064.0,4,7.0,1,17,1,-97.9093780517578,1,78736,1.98,2019-11-21,11,2019
2400,84136420,435000.0,4.0,2898.0,4,6.0,1,16,0,-97.98170471191406,1,78737,2.01,2020-09-15,9,2020
2401,29323569,699000.0,4.0,3366.0,4,7.0,1,17,1,-97.90909576416016,1,78736,1.98,2020-05-08,5,2020
2402,111962919,263900.0,2.0,2033.0,3,6.0,1,16,0,-97.98175048828124,1,78737,2.01,2020-10-15,10,2020
2403,29323563,625000.0,4.0,3201.0,4,7.0,1,17,1,-97.90949249267578,1,78736,1.98,2018-03-19,3,2018
2404,202189907,497990.0,3.0,2804.0,4,7.0,1,16,1,-97.98772430419922,1,78737,2.01,2019-06-27,6,2019
2405,122188907,440000.0,3.0,2959.0,4,6.0,1,16,0,-97.97879791259766,1,78737,2.01,2020-09-16,9,2020
2406,80076402,430000.0,3.0,3628.0,5,6.0,1,16,0,-97.9877471923828,1,78737,2.01,2018-12-05,12,2018
2407,119624389,454000.0,6.0,3370.0,4,6.0,1,16,0,-97.98304748535156,1,78737,2.01,2018-10-13,10,2018
2408,119628877,405000.0,2.0,2232.0,3,8.0,1,15,0,-97.97669982910156,0,78737,2.01,2020-06-09,6,2020
2409,125174373,370000.0,2.0,1916.0,3,8.0,1,15,0,-97.97620391845705,0,78737,2.01,2020-04-29,4,2020
2410,84138858,325000.0,2.0,2377.0,4,6.0,1,16,0,-97.98165130615234,1,78737,2.01,2019-04-11,4,2019
2411,119557356,499900.0,4.0,2921.0,4,8.0,2,15,0,-97.97652435302734,0,78737,2.01,2019-08-14,8,2019
2412,80106791,519900.0,3.0,3632.0,4,8.0,2,18,1,-97.92523956298828,1,78739,1.98,2019-12-06,12,2019
2413,202137355,474900.0,4.0,2722.0,4,6.0,1,16,0,-97.98119354248048,1,78737,2.01,2019-09-26,9,2019
2414,125231854,449000.0,4.0,2828.0,4,6.0,1,16,0,-97.9784927368164,1,78737,2.01,2020-04-17,4,2020
2415,83814788,420000.0,2.0,1898.0,3,8.0,1,18,1,-97.92445373535156,1,78739,1.98,2019-04-02,4,2019
2416,83820279,585000.0,4.0,3463.0,5,8.666666666666666,2,18,1,-97.91272735595705,1,78739,1.98,2018-05-31,5,2018
2417,83825776,999444.0,3.0,4224.0,4,8.666666666666666,2,18,1,-97.91357421875,1,78739,1.98,2020-11-23,11,2020
2418,69701268,265000.0,2.0,1326.0,3,8.0,1,15,0,-97.96060180664062,0,78737,2.01,2018-03-07,3,2018
2419,80100265,849400.0,4.0,4569.0,5,8.666666666666666,2,18,1,-97.91033935546876,1,78739,1.98,2019-08-26,8,2019
2420,202136841,392000.0,3.0,2559.0,4,7.0,1,16,1,-97.97981262207033,1,78737,2.01,2020-05-21,5,2020
2421,70346264,595000.0,4.0,3892.0,5,8.0,2,18,1,-97.9192886352539,1,78739,1.98,2019-05-31,5,2019
2422,250399839,459900.0,3.0,2886.0,4,7.0,1,16,1,-97.97900390625,1,78737,2.01,2019-04-12,4,2019
2423,29492264,565000.0,3.0,2607.0,4,7.0,1,16,1,-97.9656982421875,1,78737,2.01,2018-10-04,10,2018
2424,83815258,479900.0,3.0,2576.0,4,5.778694090331862,2,15,0,-97.92268371582033,0,78739,1.98,2019-08-19,8,2019
2425,119626335,613300.0,4.0,3483.0,4,6.0,1,16,0,-97.98373413085938,1,78737,2.01,2020-03-18,3,2020
2426,70346237,414900.0,4.0,3906.0,5,8.0,2,18,1,-97.91941833496094,1,78739,1.98,2020-10-23,10,2020
2427,202137334,480000.0,3.0,3145.0,5,6.0,1,16,0,-97.97801971435548,1,78737,2.01,2020-06-02,6,2020
2428,250400331,525000.0,4.0,3344.0,4,7.0,1,16,1,-97.98650360107422,1,78737,2.01,2020-02-14,2,2020
2429,83829736,1162444.0,6.0,5512.0,5,8.0,2,18,1,-97.92684936523438,1,78739,1.98,2020-07-31,7,2020
2430,70346228,525000.0,4.0,3671.0,4,8.0,1,18,1,-97.91927337646484,1,78739,1.98,2018-07-11,7,2018
2431,111966330,400000.0,2.0,2204.0,3,6.0,1,16,0,-97.98297119140624,1,78737,2.01,2020-06-23,6,2020
2432,83826227,753255.0,4.0,4545.0,4,8.0,2,18,1,-97.92804718017578,1,78739,1.98,2018-03-01,3,2018
2433,70327938,479900.0,4.0,3373.0,4,6.666666666666668,2,17,1,-97.90386962890624,1,78736,1.98,2020-06-16,6,2020
2434,70327936,425000.0,3.0,2509.0,4,6.666666666666668,2,17,1,-97.90432739257812,1,78736,1.98,2018-10-03,10,2018
2435,29477935,334900.0,2.0,1575.0,3,6.666666666666668,1,17,1,-97.89797973632812,1,78736,1.98,2019-12-03,12,2019
2436,70327934,384000.0,3.0,2534.0,4,6.666666666666668,2,17,1,-97.90475463867188,1,78736,1.98,2020-07-17,7,2020
2437,29339653,885000.0,4.0,3841.0,5,9.333333333333334,2,14,0,-97.89810180664062,0,78733,1.98,2020-09-15,9,2020
2438,70352152,1049000.0,5.0,4722.0,4,9.333333333333334,2,14,0,-97.89958953857422,0,78733,1.98,2018-05-10,5,2018
2439,29342371,1300000.0,0.0,2068.0,4,8.0,2,14,0,-97.8648452758789,0,78733,1.98,2020-10-20,10,2020
2440,29334646,809990.0,3.0,3229.0,4,9.333333333333334,2,14,0,-97.88539123535156,0,78733,1.98,2020-04-17,4,2020
2441,79980145,585000.0,4.0,2500.0,3,8.0,1,14,0,-97.86425018310548,0,78733,1.98,2018-02-20,2,2018
2442,29374275,649000.0,3.0,2785.0,4,8.666666666666666,2,16,1,-97.79519653320312,0,78750,1.98,2018-04-13,4,2018
2443,29345145,835000.0,3.0,2643.0,4,8.0,1,14,0,-97.87653350830078,0,78733,1.98,2020-03-10,3,2020
2444,29372498,700000.0,3.0,3297.0,4,9.0,2,16,1,-97.7942123413086,1,78750,1.98,2020-06-30,6,2020
2445,29374271,775000.0,4.0,3647.0,5,8.666666666666666,2,16,1,-97.7954559326172,0,78750,1.98,2019-08-15,8,2019
2446,58297644,850000.0,4.0,3110.0,4,9.333333333333334,2,14,0,-97.8727569580078,0,78733,1.98,2018-04-24,4,2018
2447,62605270,674900.0,3.0,2876.0,3,9.0,1,16,1,-97.79047393798828,1,78759,1.98,2020-04-10,4,2020
2448,29334644,815000.0,3.0,3104.0,4,9.333333333333334,2,14,0,-97.88573455810548,0,78733,1.98,2020-09-08,9,2020
2449,29376269,674988.0,3.0,3110.0,4,8.666666666666666,2,16,1,-97.81060028076172,0,78750,1.98,2019-02-08,2,2019
2450,2091181140,1125000.0,4.0,4361.0,4,5.666666666666668,1,16,1,-97.87767028808594,1,78735,1.98,2018-07-26,7,2018
2451,29375769,674900.0,3.0,2579.0,4,8.666666666666666,1,16,1,-97.79034423828124,0,78750,1.98,2018-06-15,6,2018
2452,58300417,549500.0,4.0,3347.0,6,8.0,2,15,1,-97.82193756103516,1,78726,1.98,2018-05-21,5,2018
2453,2087932767,489000.0,2.0,2016.0,4,7.0,1,16,1,-97.8424835205078,1,78726,1.98,2019-02-28,2,2019
2454,29339640,600000.0,4.0,3627.0,5,9.333333333333334,2,14,0,-97.90070343017578,0,78733,1.98,2018-07-04,7,2018
2455,29374767,439000.0,3.0,3103.0,4,8.0,2,15,1,-97.81954956054688,1,78726,1.98,2019-05-17,5,2019
2456,29343637,595000.0,3.0,2080.0,3,8.0,2,14,0,-97.85887145996094,0,78733,1.98,2020-03-02,3,2020
2457,29372265,549950.0,2.0,2409.0,4,8.666666666666666,1,16,1,-97.78677368164062,0,78750,1.98,2019-03-25,3,2019
2458,79980136,660000.0,4.0,3249.0,4,8.0,2,14,0,-97.86151123046876,0,78733,1.98,2019-10-30,10,2019
2459,29372264,675000.0,4.0,3342.0,4,8.666666666666666,2,16,1,-97.78675079345705,0,78750,1.98,2018-08-30,8,2018
2460,58297635,1595000.0,4.0,3480.0,5,9.333333333333334,2,14,0,-97.87248992919922,0,78733,1.98,2019-10-15,10,2019
2461,29372755,700000.0,4.0,3508.0,4,8.666666666666666,1,16,1,-97.80018615722656,0,78750,1.98,2019-05-17,5,2019
2462,29343635,524000.0,4.0,2907.0,5,8.0,2,14,0,-97.85832977294922,0,78733,1.98,2020-09-11,9,2020
2463,29376254,585000.0,3.0,2431.0,4,8.666666666666666,2,16,1,-97.81041717529295,0,78750,1.98,2019-06-17,6,2019
2464,29336633,929000.0,4.0,3654.0,4,9.333333333333334,2,14,0,-97.88439178466795,0,78733,1.98,2019-11-08,11,2019
2465,29549753,309000.0,2.0,1420.0,3,6.0,1,14,1,-97.7860336303711,1,78729,2.21,2019-08-12,8,2019
2466,29377253,699900.0,2.0,2520.0,4,8.666666666666666,1,16,1,-97.79390716552734,0,78750,1.98,2019-04-12,4,2019
2467,58297632,949500.0,4.0,3119.0,4,9.333333333333334,2,14,0,-97.87398529052734,0,78733,1.98,2018-08-08,8,2018
2468,29567251,385000.0,2.0,2137.0,4,7.666666666666668,2,14,1,-97.8205337524414,1,78750,2.21,2020-06-08,6,2020
2469,79980130,550000.0,3.0,1699.0,4,8.0,1,14,0,-97.87196350097656,0,78733,1.98,2020-08-07,8,2020
2470,29374751,475000.0,3.0,3157.0,4,8.0,2,15,1,-97.81925964355467,1,78726,1.98,2019-05-20,5,2019
2471,29339630,725000.0,4.0,3647.0,5,9.333333333333334,2,14,0,-97.89935302734376,0,78733,1.98,2019-07-01,7,2019
2472,29377246,549500.0,2.0,2483.0,4,8.666666666666666,1,16,1,-97.79473114013672,0,78750,1.98,2018-04-03,4,2018
2473,29334630,1150000.0,5.0,4088.0,5,9.333333333333334,1,14,0,-97.8841552734375,0,78733,1.98,2020-11-30,11,2020
2474,29377244,599000.0,2.0,2404.0,3,8.666666666666666,1,16,1,-97.79533386230467,0,78750,1.98,2020-05-29,5,2020
2475,29346629,1650000.0,5.0,5560.0,5,9.333333333333334,1,14,0,-97.84937286376952,0,78733,1.98,2020-10-02,10,2020
2476,29370742,710000.0,3.0,2736.0,4,8.666666666666666,1,16,1,-97.81047821044922,0,78750,1.98,2020-10-13,10,2020
2477,29377241,619000.0,2.0,2436.0,4,8.666666666666666,1,16,1,-97.79622650146484,0,78750,1.98,2019-07-15,7,2019
2478,29339628,687500.0,4.0,3990.0,5,9.333333333333334,2,14,0,-97.89988708496094,0,78733,1.98,2019-06-24,6,2019
2479,29345127,255000.0,0.0,784.0,3,8.0,1,14,0,-97.86882019042967,0,78733,1.98,2020-06-05,6,2020
2480,29348626,209900.0,2.0,1174.0,2,8.0,1,14,0,-97.865966796875,0,78733,1.98,2018-03-07,3,2018
2481,29372736,580000.0,3.0,2465.0,4,8.666666666666666,1,16,1,-97.80545043945312,0,78750,1.98,2019-04-15,4,2019
2482,29345301,849000.0,4.0,3513.0,4,8.0,2,14,0,-97.87745666503906,0,78733,1.98,2020-06-30,6,2020
2483,29336625,815000.0,4.0,4050.0,4,5.666666666666668,2,16,1,-97.86717987060548,1,78735,1.98,2019-04-02,4,2019
2484,58300226,545000.0,4.0,3401.0,5,7.0,2,16,1,-97.8358917236328,1,78726,1.98,2020-08-27,8,2020
2485,64582122,1200000.0,4.0,4443.0,4,8.0,2,14,0,-97.85440826416016,0,78733,1.98,2020-12-28,12,2020
2486,29374226,634500.0,4.0,3093.0,5,8.666666666666666,2,16,1,-97.79679870605467,0,78750,1.98,2019-07-05,7,2019
2487,83822619,675000.0,4.0,4422.0,6,8.333333333333334,2,17,1,-97.90663146972656,1,78732,1.98,2020-07-20,7,2020
2488,88013718,448000.0,3.0,2886.0,4,7.666666666666668,2,14,1,-97.81692504882812,1,78750,2.21,2018-11-17,11,2018
2489,29339619,799000.0,4.0,3516.0,4,9.333333333333334,2,14,0,-97.9003448486328,0,78733,1.98,2020-06-24,6,2020
2490,29372718,629900.0,3.0,2672.0,4,8.666666666666666,1,16,1,-97.8051986694336,0,78750,1.98,2018-07-20,7,2018
2491,83833118,1500000.0,6.0,7950.0,6,8.0,3,14,0,-97.85672760009766,0,78733,1.98,2018-05-04,5,2018
2492,29345117,799000.0,3.0,2948.0,4,8.0,2,14,0,-97.8691635131836,0,78733,1.98,2019-06-13,6,2019
2493,29372716,580000.0,2.0,2190.0,3,8.666666666666666,1,16,1,-97.8057861328125,0,78750,1.98,2019-12-30,12,2019
2494,29336617,1160000.0,5.0,3834.0,5,5.666666666666668,2,16,1,-97.86749267578124,1,78735,1.98,2019-03-20,3,2019
2495,29372714,399900.0,3.0,2712.0,4,8.666666666666666,2,16,1,-97.8005599975586,0,78750,1.98,2019-05-24,5,2019
2496,29336615,1699000.0,6.0,5395.0,4,5.666666666666668,2,16,1,-97.86686706542967,1,78735,1.98,2020-09-04,9,2020
2497,29567212,165000.0,2.0,1631.0,3,7.666666666666668,1,14,1,-97.81863403320312,1,78750,2.21,2018-04-27,4,2018
2498,29344963,495000.0,2.5,2266.0,4,8.0,2,14,0,-97.85980224609376,0,78733,1.98,2018-04-05,4,2018
2499,58300210,439900.0,4.0,3381.0,4,7.0,2,16,1,-97.83348846435548,1,78726,1.98,2018-04-27,4,2018
2500,58298112,565000.0,2.0,1520.0,3,8.0,1,14,0,-97.86422729492188,0,78733,1.98,2019-05-10,5,2019
2501,29348611,485000.0,2.0,1910.0,4,8.0,1,14,0,-97.8636703491211,0,78733,1.98,2020-03-10,3,2020
2502,2084401209,579000.0,4.0,2634.0,4,7.0,2,16,1,-97.84242248535156,1,78726,1.98,2020-06-19,6,2020
2503,83826209,899000.0,4.0,3786.0,4,8.666666666666666,1,16,1,-97.79241180419922,0,78750,1.98,2019-09-25,9,2019
2504,29345111,499000.0,4.0,3249.0,4,8.0,2,14,0,-97.86238861083984,0,78733,1.98,2019-05-31,5,2019
2505,29567209,335000.0,2.0,2081.0,4,7.666666666666668,2,14,1,-97.81898498535156,1,78750,2.21,2020-03-09,3,2020
2506,70336956,2750000.0,6.0,5151.0,5,8.0,2,14,0,-97.86225128173828,0,78733,1.98,2020-12-22,12,2020
2507,29567207,325000.0,2.0,1844.0,3,7.666666666666668,1,14,1,-97.81906127929688,1,78750,2.21,2020-11-06,11,2020
2508,80108609,899000.0,2.0,2316.0,3,8.0,1,14,0,-97.8656005859375,0,78733,1.98,2019-08-23,8,2019
2509,70337705,406000.0,2.0,2195.0,3,7.0,1,16,1,-97.83126068115234,1,78726,1.98,2018-09-11,9,2018
2510,29334609,935000.0,4.0,3268.0,4,5.666666666666668,1,16,1,-97.87193298339844,1,78735,1.98,2019-12-17,12,2019
2511,29334607,1105000.0,4.0,4140.0,4,5.666666666666668,2,16,1,-97.87226104736328,1,78735,1.98,2018-10-05,10,2018
2512,64544202,285000.0,2.0,2300.0,3,5.778694090331862,1,15,0,-97.81627655029295,0,78750,2.21,2020-12-31,12,2020
2513,29343606,600000.0,3.0,2842.0,4,8.0,2,14,0,-97.86033630371094,0,78733,1.98,2018-08-11,8,2018
2514,58300191,449900.0,4.0,2890.0,5,8.0,2,15,1,-97.8179702758789,1,78726,1.98,2018-11-01,11,2018
2515,29339606,725000.0,4.0,3635.0,4,9.333333333333334,2,14,0,-97.89960479736328,0,78733,1.98,2018-07-03,7,2018
2516,29334605,899000.0,3.5,4078.0,4,5.666666666666668,1,16,1,-97.87329864501952,1,78735,1.98,2020-09-04,9,2020
2517,29374191,519900.0,3.0,2826.0,5,8.666666666666666,1,16,1,-97.79347229003906,0,78750,1.98,2018-04-17,4,2018
2518,29339603,879000.0,4.0,3815.0,4,9.333333333333334,2,14,0,-97.8987045288086,0,78733,1.98,2019-12-19,12,2019
2519,29567189,240000.0,3.0,2102.0,5,7.666666666666668,1,14,1,-97.81996154785156,1,78750,2.21,2019-03-01,3,2019
2520,29374688,450000.0,2.0,2479.0,4,8.0,1,15,1,-97.81968688964844,1,78726,1.98,2019-06-21,6,2019
2521,29341600,785000.0,3.0,2592.0,4,9.333333333333334,2,14,0,-97.84931182861328,0,78733,1.98,2019-12-18,12,2019
2522,29372688,749900.0,3.0,2899.0,4,8.666666666666666,2,16,1,-97.7998275756836,0,78750,1.98,2019-06-28,6,2019
2523,29334597,995000.0,4.0,4274.0,5,5.666666666666668,2,16,1,-97.87306213378906,1,78735,1.98,2019-01-31,1,2019
2524,2086105685,452000.0,3.0,2258.0,4,7.0,2,16,1,-97.84344482421876,1,78726,1.98,2019-04-03,4,2019
2525,29372955,875000.0,4.0,3555.0,5,8.666666666666666,2,16,1,-97.81060028076172,0,78750,1.98,2020-08-10,8,2020
2526,29343595,574900.0,3.0,3127.0,4,8.0,2,14,0,-97.86082458496094,0,78733,1.98,2018-09-29,9,2018
2527,29372685,835000.0,5.0,3400.0,5,8.666666666666666,2,16,1,-97.80033111572266,0,78750,1.98,2019-05-22,5,2019
2528,83819094,1145000.0,4.0,4747.0,5,8.333333333333334,2,17,1,-97.8884735107422,1,78732,1.98,2018-08-03,8,2018
2529,80098094,529000.0,3.0,1981.0,3,8.0,2,14,0,-97.86336517333984,0,78733,1.98,2019-07-25,7,2019
2530,2086105684,609000.0,4.0,2799.0,4,7.0,2,16,1,-97.8431167602539,1,78726,1.98,2019-05-03,5,2019
2531,64616594,1200000.0,7.0,6856.0,7,8.0,3,14,0,-97.8565902709961,0,78733,1.98,2018-12-05,12,2018
2532,29348593,1095000.0,4.0,3931.0,4,8.0,2,14,0,-97.86897277832033,0,78733,1.98,2018-04-13,4,2018
2533,2086105683,448000.0,3.0,2258.0,4,7.0,2,16,1,-97.8438720703125,1,78726,1.98,2019-04-12,4,2019
2534,29339592,785000.0,4.0,3771.0,4,9.333333333333334,2,14,0,-97.8982162475586,0,78733,1.98,2018-01-27,1,2018
2535,29372683,1499999.0,5.0,6029.0,5,8.666666666666666,2,16,1,-97.80096435546876,0,78750,1.98,2019-06-28,6,2019
2536,58300182,680000.0,3.0,3371.0,4,8.666666666666666,2,16,1,-97.8139190673828,0,78750,1.98,2020-01-21,1,2020
2537,83818588,1890000.0,6.0,6440.0,5,8.333333333333334,2,17,1,-97.89466094970705,1,78732,1.98,2019-09-30,9,2019
2538,29376179,549950.0,2.5,2537.0,3,8.666666666666666,2,16,1,-97.80919647216795,0,78750,1.98,2018-02-16,2,2018
2539,125114086,1200000.0,4.0,3020.0,4,8.0,2,14,0,-97.8584213256836,0,78733,1.98,2018-08-03,8,2018
2540,29376177,579900.0,3.0,2542.0,4,8.666666666666666,1,16,1,-97.80960845947266,0,78750,1.98,2020-10-16,10,2020
2541,29376176,615000.0,3.0,2560.0,3,8.666666666666666,1,16,1,-97.80974578857422,0,78750,1.98,2020-09-29,9,2020
2542,29374176,429000.0,2.0,1856.0,3,8.666666666666666,1,16,1,-97.7947998046875,0,78750,1.98,2019-09-03,9,2019
2543,29334585,849900.0,3.0,3700.0,4,5.666666666666668,2,16,1,-97.87471771240234,1,78735,1.98,2019-03-29,3,2019
2544,29376175,750000.0,4.0,3050.0,4,8.666666666666666,2,16,1,-97.80988311767578,0,78750,1.98,2018-12-31,12,2018
2545,29334581,1099000.0,4.0,3988.0,4,5.666666666666668,2,16,1,-97.87391662597656,1,78735,1.98,2019-04-30,4,2019
2546,29374675,675000.0,4.0,3284.0,4,8.666666666666666,2,16,1,-97.81207275390624,0,78750,1.98,2018-08-31,8,2018
2547,119986580,2795000.0,10.0,11581.0,7,8.0,3,14,0,-97.86126708984376,0,78733,1.98,2019-03-07,3,2019
2548,70337673,675000.0,4.0,4044.0,5,8.0,2,15,1,-97.8185043334961,1,78726,1.98,2020-09-17,9,2020
2549,29339580,729000.0,3.0,3319.0,4,9.333333333333334,2,14,0,-97.89618682861328,0,78733,1.98,2018-10-06,10,2018
2550,64802671,439900.0,3.0,2662.0,4,8.0,1,15,1,-97.81855010986328,1,78726,1.98,2019-04-19,4,2019
2551,29334579,979000.0,4.0,3955.0,4,5.666666666666668,2,16,1,-97.87384796142578,1,78735,1.98,2020-08-07,8,2020
2552,80105578,375000.0,1.0,1275.0,2,8.0,2,14,0,-97.86353302001952,0,78733,1.98,2018-10-31,10,2018
2553,29341578,1995000.0,7.0,8883.0,5,9.333333333333334,2,14,0,-97.8504867553711,0,78733,1.98,2019-03-28,3,2019
2554,29372671,475000.0,3.0,2058.0,4,8.666666666666666,2,16,1,-97.80308532714844,0,78750,1.98,2019-06-11,6,2019
2555,29334578,775000.0,6.0,4841.0,5,5.666666666666668,2,16,1,-97.87384033203124,1,78735,1.98,2018-10-20,10,2018
2556,29372670,585000.0,3.0,2633.0,4,8.666666666666666,1,16,1,-97.80322265625,0,78750,1.98,2018-06-29,6,2018
2557,64523076,829000.0,0.0,29440.0,1,8.0,2,14,0,-97.8599853515625,0,78733,1.98,2018-03-08,3,2018
2558,64541665,575000.0,4.0,3667.0,5,8.0,2,15,1,-97.8231430053711,1,78726,1.98,2018-08-31,8,2018
2559,29334575,1225000.0,4.0,5017.0,4,5.666666666666668,2,16,1,-97.87278747558594,1,78735,1.98,2018-10-02,10,2018
2560,29372165,615000.0,4.0,3506.0,5,9.0,2,16,1,-97.78953552246094,1,78750,1.98,2018-07-18,7,2018
2561,120899573,1350000.0,5.0,3683.0,4,8.333333333333334,1,17,1,-97.89511108398438,1,78732,1.98,2020-12-10,12,2020
2562,29376663,350000.0,2.0,2019.0,3,7.0,1,16,1,-97.82967376708984,1,78726,1.98,2019-02-21,2,2019
2563,29334572,1200000.0,3.0,3447.0,4,5.666666666666668,1,16,1,-97.8719482421875,1,78735,1.98,2020-09-16,9,2020
2564,29377662,740000.0,3.0,2796.0,4,7.0,2,16,1,-97.83808135986328,1,78726,1.98,2020-11-13,11,2020
