,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear
2931,58304166,228900.0,2.0,1173.0,3,4.0,1,13,1,-97.69983673095705,1,78758,1.98,2019-10-02,10,2019
2934,119630659,299000.0,3.0,1365.0,2,3.6666666666666665,3,14,1,-97.70346069335938,1,78758,1.98,2019-12-27,12,2019
2936,29434149,299900.0,2.0,1484.0,3,4.0,1,13,1,-97.7030792236328,1,78758,1.98,2019-04-10,4,2019
2942,29432143,370000.0,2.0,1528.0,3,3.6666666666666665,1,14,1,-97.70136260986328,1,78758,1.98,2019-01-11,1,2019
2944,29431995,630000.0,3.0,2112.0,4,7.0,1,17,1,-97.74475860595705,1,78759,1.98,2019-11-22,11,2019
2945,58304141,369900.0,3.0,1761.0,3,4.0,2,13,1,-97.69464111328124,1,78758,1.98,2019-10-24,10,2019
2947,121655484,339900.0,2.0,1316.0,3,7.0,1,16,1,-97.7603530883789,1,78731,1.98,2019-06-27,6,2019
2952,70342129,244900.0,3.0,2912.0,4,3.6666666666666665,2,15,1,-97.74365997314452,1,78747,1.98,2019-03-04,3,2019
2959,70342126,274999.0,2.0,2156.0,3,3.6666666666666665,1,15,1,-97.74439239501952,1,78747,1.98,2019-05-10,5,2019
2961,29351248,1589000.0,6.0,4009.0,4,7.0,2,16,1,-97.7724609375,1,78731,1.98,2019-08-02,8,2019
2973,29437484,449900.0,2.0,1967.0,4,4.0,1,13,1,-97.69593811035156,1,78758,1.98,2019-12-10,12,2019
2978,29433652,379000.0,1.0,980.0,2,3.6666666666666665,1,14,1,-97.70997619628906,1,78758,1.98,2019-06-10,6,2019
2979,58304090,342000.0,2.0,1128.0,3,4.0,1,13,1,-97.698486328125,1,78758,1.98,2019-06-07,6,2019
2980,29351234,509900.0,3.0,3078.0,4,7.0,2,16,1,-97.7619400024414,1,78731,1.98,2019-09-05,9,2019
2985,29470113,229900.0,2.0,1476.0,3,3.6666666666666665,1,15,1,-97.73670959472656,1,78747,1.98,2019-05-29,5,2019
2987,83830191,253000.0,2.0,1605.0,3,5.333333333333333,1,15,1,-97.7490234375,1,78747,1.98,2019-02-02,2,2019
2988,29351228,650000.0,2.0,1844.0,4,7.0,1,16,1,-97.76284790039062,1,78731,1.98,2019-09-27,9,2019
2991,29516715,355000.0,2.0,2078.0,3,5.333333333333333,1,15,1,-97.77938842773438,1,78747,1.98,2019-11-08,11,2019
2995,89546182,289900.0,3.0,2622.0,5,5.333333333333333,2,15,1,-97.74639892578124,1,78747,1.98,2019-07-09,7,2019
2998,241933108,365000.0,3.0,2930.0,3,3.6666666666666665,2,12,1,-97.73133850097656,1,78744,1.98,2019-08-05,8,2019
3000,80103668,230000.0,2.0,1314.0,3,5.333333333333333,1,15,1,-97.7370376586914,1,78747,1.98,2019-04-01,4,2019
3004,241933107,329990.0,2.0,2398.0,3,3.6666666666666665,1,12,1,-97.73127746582033,1,78744,1.98,2019-09-19,9,2019
3005,80096167,217000.0,2.0,1314.0,3,5.333333333333333,1,15,1,-97.73861694335938,1,78747,1.98,2019-02-01,2,2019
3007,251034700,311965.0,3.0,2452.0,4,5.333333333333333,2,15,1,-97.77228546142578,1,78747,1.98,2019-05-30,5,2019
3008,89546664,230000.0,2.0,1375.0,3,5.333333333333333,1,15,1,-97.7458038330078,1,78747,1.98,2019-11-24,11,2019
3009,29433548,270000.0,2.0,1089.0,3,3.6666666666666665,1,14,1,-97.70703887939452,1,78758,1.98,2019-03-12,3,2019
3017,58304044,359000.0,2.0,1386.0,3,4.0,1,13,1,-97.70024871826172,1,78758,1.98,2019-10-01,10,2019
3019,29433544,339900.0,2.0,1318.0,3,3.6666666666666665,1,14,1,-97.70841979980467,1,78758,1.98,2019-08-23,8,2019
3022,29353685,1125000.0,5.0,4372.0,4,7.0,2,16,1,-97.76316833496094,1,78731,1.98,2019-08-09,8,2019
3029,58298668,1150000.0,5.0,4422.0,5,7.0,2,16,1,-97.76744079589844,1,78731,1.98,2019-08-23,8,2019
3035,29436016,375000.0,2.0,1356.0,3,4.0,1,13,1,-97.6998062133789,1,78758,1.98,2019-08-05,8,2019
3039,29350151,875000.0,4.0,4001.0,4,5.778694090331862,2,15,0,-97.77691650390624,0,78731,1.98,2019-01-19,1,2019
3040,29433511,114000.0,2.0,1500.0,3,3.6666666666666665,1,14,1,-97.70880889892578,1,78758,1.98,2019-10-04,10,2019
3044,29351631,629000.0,3.0,2256.0,4,7.0,1,16,1,-97.76966857910156,1,78731,1.98,2019-04-25,4,2019
3046,29355629,699000.0,3.0,2814.0,5,7.0,1,16,1,-97.7601318359375,1,78731,1.98,2019-06-21,6,2019
3050,29353120,937000.0,4.0,3068.0,4,7.0,2,16,1,-97.77025604248048,1,78731,1.98,2019-07-03,7,2019
3052,29353117,775000.0,3.0,2648.0,4,7.0,1,16,1,-97.77111053466795,1,78731,1.98,2019-09-12,9,2019
3054,29355612,639000.0,2.0,2106.0,4,7.0,1,16,1,-97.76290130615234,1,78731,1.98,2019-12-20,12,2019
3056,29356608,760000.0,3.0,2688.0,3,7.0,2,16,1,-97.77001953125,1,78731,1.98,2019-02-11,2,2019
3057,29350108,699000.0,4.0,5082.0,5,7.0,2,16,1,-97.7688446044922,1,78731,1.98,2019-05-24,5,2019
3059,29353596,365000.0,5.0,3459.0,5,7.0,2,16,1,-97.76768493652344,1,78731,1.98,2019-07-31,7,2019
3060,29353094,320000.0,2.0,1370.0,2,7.0,1,16,1,-97.76107788085938,1,78731,1.98,2019-05-05,5,2019
3062,29350082,789000.0,3.0,2834.0,5,7.0,2,16,1,-97.7662353515625,1,78731,1.98,2019-08-06,8,2019
3064,29356580,675000.0,3.0,2804.0,5,7.0,1,16,1,-97.7663116455078,1,78731,1.98,2019-05-07,5,2019
3066,29355571,675000.0,3.0,2800.0,4,7.0,1,16,1,-97.76432037353516,1,78731,1.98,2019-02-27,2,2019
3078,29355542,560000.0,2.0,1927.0,3,7.0,1,16,1,-97.75628662109376,1,78731,1.98,2019-04-17,4,2019
3080,29350038,850000.0,5.0,2930.0,3,7.0,1,16,1,-97.76651000976562,1,78731,1.98,2019-03-13,3,2019
3083,70330533,1350000.0,4.0,3060.0,4,7.0,2,16,1,-97.7817840576172,1,78731,1.98,2019-03-15,3,2019
3084,29350033,949990.0,3.0,2600.0,4,7.0,1,16,1,-97.76303100585938,1,78731,1.98,2019-03-29,3,2019
3087,29350025,1460000.0,4.0,3405.0,4,7.0,2,16,1,-97.76412200927734,1,78731,1.98,2019-05-06,5,2019
3091,29358508,650000.0,3.0,2815.0,4,7.0,2,16,1,-97.77452087402344,1,78731,1.98,2019-04-30,4,2019
3092,29356466,1100000.0,3.0,2989.0,5,7.0,2,16,1,-97.76964569091795,1,78731,1.98,2019-08-02,8,2019
3093,29358504,550000.0,3.0,2590.0,4,7.0,1,16,1,-97.77420043945312,1,78731,1.98,2019-09-30,9,2019
3098,29434431,284900.0,2.0,1789.0,3,3.6666666666666665,1,13,1,-97.66465759277344,1,78753,1.98,2019-02-22,2,2019
3099,58303413,250000.0,2.0,1574.0,3,5.0,1,15,1,-97.66924285888672,1,78753,1.98,2019-02-21,2,2019
3103,58302915,379000.0,2.0,2161.0,3,4.0,1,13,1,-97.68920135498048,1,78758,1.98,2019-09-30,9,2019
3105,58303400,165000.0,2.0,1960.0,3,5.0,1,15,1,-97.66876983642578,1,78753,1.98,2019-07-24,7,2019
3106,120895895,429900.0,4.0,2378.0,4,3.6666666666666665,2,13,1,-97.66681671142578,1,78753,1.98,2019-07-08,7,2019
3108,58303394,250000.0,2.0,1348.0,3,5.0,1,15,1,-97.66975402832033,1,78753,1.98,2019-04-10,4,2019
3109,29436394,340000.0,3.0,1719.0,3,4.0,2,13,1,-97.6907730102539,1,78758,1.98,2019-05-06,5,2019
3111,125090887,359700.0,4.0,2396.0,4,3.6666666666666665,2,13,1,-97.66448211669922,1,78753,1.98,2019-04-04,4,2019
3114,58303883,379900.0,2.0,1610.0,3,4.0,1,13,1,-97.69402313232422,1,78758,1.98,2019-08-20,8,2019
3115,58303381,339500.0,2.0,1371.0,3,5.0,1,15,1,-97.67035675048828,1,78753,1.98,2019-12-20,12,2019
3117,119618879,415000.0,4.0,2794.0,4,3.6666666666666665,2,13,1,-97.66612243652344,1,78753,1.98,2019-07-10,7,2019
3120,58303877,305000.0,3.0,1754.0,3,4.0,2,13,1,-97.69384765625,1,78758,1.98,2019-01-18,1,2019
3123,58303868,335000.0,3.0,2279.0,3,4.0,2,13,1,-97.69337463378906,1,78758,1.98,2019-06-11,6,2019
3125,58302866,379900.0,2.0,1970.0,3,4.0,1,13,1,-97.68751525878906,1,78758,1.98,2019-10-15,10,2019
3131,29427967,239900.0,2.0,1138.0,2,3.333333333333333,1,14,1,-97.68683624267578,1,78753,1.98,2019-07-01,7,2019
3132,29434344,355000.0,2.0,1644.0,3,5.0,1,15,1,-97.6677474975586,1,78753,1.98,2019-11-13,11,2019
3134,58304343,387500.0,3.0,1804.0,3,4.0,2,13,1,-97.68624114990234,1,78758,1.98,2019-06-07,6,2019
3135,29427963,315000.0,2.0,1295.0,3,3.333333333333333,1,14,1,-97.68741607666016,1,78753,1.98,2019-04-30,4,2019
3137,29425462,199997.0,2.0,1366.0,4,4.0,1,14,1,-97.68169403076172,1,78753,1.98,2019-03-04,3,2019
3138,29434337,324900.0,2.0,1998.0,3,5.0,1,15,1,-97.6662368774414,1,78753,1.98,2019-06-03,6,2019
3140,29422959,345000.0,2.0,1246.0,3,5.0,1,15,1,-97.67326354980467,1,78753,1.98,2019-09-30,9,2019
3142,29427957,259000.0,2.0,1382.0,2,3.333333333333333,1,14,1,-97.6875,1,78753,1.98,2019-09-17,9,2019
3143,29429973,285000.0,2.0,1652.0,3,4.0,1,14,1,-97.7119140625,1,78758,1.98,2019-12-30,12,2019
3144,58304829,415000.0,3.0,2227.0,4,4.0,2,13,1,-97.6915512084961,1,78758,1.98,2019-07-24,7,2019
3145,29432472,325000.0,2.0,1952.0,3,4.333333333333333,1,14,1,-97.6943817138672,1,78758,1.98,2019-05-01,5,2019
3148,29424968,340000.0,2.0,1171.0,3,4.0,1,14,1,-97.71878814697266,1,78757,1.98,2019-04-30,4,2019
3150,29424967,399000.0,2.0,1189.0,3,4.0,1,14,1,-97.71894073486328,1,78757,1.98,2019-07-03,7,2019
3157,58303313,334000.0,2.0,1190.0,2,3.333333333333333,1,14,1,-97.67599487304688,1,78753,1.98,2019-12-20,12,2019
3158,29424960,219950.0,2.0,1462.0,3,4.0,1,14,1,-97.72034454345705,1,78757,1.98,2019-08-09,8,2019
3159,29427942,310000.0,2.0,1420.0,3,3.333333333333333,1,14,1,-97.68889617919922,1,78753,1.98,2019-02-09,2,2019
3161,29431458,475000.0,2.0,2020.0,3,4.333333333333333,1,14,1,-97.69718170166016,1,78758,1.98,2019-12-03,12,2019
3162,64682805,495000.0,2.0,2407.0,3,4.0,2,13,1,-97.68626403808594,1,78758,1.98,2019-09-12,9,2019
3163,29428939,284500.0,2.0,1752.0,4,4.666666666666667,1,14,1,-97.69229125976562,1,78753,1.98,2019-06-26,6,2019
3168,29423934,279900.0,2.0,1278.0,3,2.6666666666666665,1,14,1,-97.6925277709961,1,78753,1.98,2019-04-17,4,2019
3174,58304707,359900.0,2.0,1706.0,3,5.0,1,15,1,-97.66844940185548,1,78753,1.98,2019-02-27,2,2019
3176,250997427,239900.0,3.0,1346.0,3,4.333333333333333,2,12,2,-97.66773986816406,1,78754,1.98,2019-04-25,4,2019
3179,58303289,224500.0,2.0,1392.0,3,5.0,1,15,1,-97.67078399658205,1,78753,1.98,2019-02-28,2,2019
3186,29425412,199990.0,3.0,2024.0,5,2.6666666666666665,1,14,1,-97.69363403320312,1,78753,1.98,2019-01-11,1,2019
3192,29425441,319900.0,2.0,1358.0,4,2.6666666666666665,1,14,1,-97.69591522216795,1,78753,1.98,2019-08-07,8,2019
3194,29427910,239000.0,1.5,911.0,3,4.666666666666667,1,14,1,-97.68932342529295,1,78753,1.98,2019-03-27,3,2019
3195,29421441,250000.0,2.0,1104.0,3,4.0,1,14,1,-97.7182388305664,1,78757,1.98,2019-11-15,11,2019
3201,29424939,460000.0,2.0,1642.0,3,4.0,1,14,1,-97.71908569335938,1,78757,1.98,2019-03-11,3,2019
3202,29431897,350000.0,2.0,2024.0,3,4.333333333333333,1,12,2,-97.6645736694336,1,78754,1.98,2019-05-20,5,2019
3204,29431436,230000.0,3.0,2255.0,4,4.333333333333333,2,14,1,-97.70064544677734,1,78758,1.98,2019-01-04,1,2019
3205,29425897,299000.0,2.0,1509.0,4,5.0,1,15,1,-97.67301177978516,1,78753,1.98,2019-03-01,3,2019
3208,29429396,310000.0,2.0,1824.0,3,4.333333333333333,1,12,2,-97.66585540771484,1,78754,1.98,2019-06-03,6,2019
3210,29427490,468900.0,2.0,2179.0,3,4.0,1,14,1,-97.71270751953124,1,78758,1.98,2019-12-16,12,2019
3211,58303225,295500.0,2.0,1238.0,3,5.0,1,15,1,-97.67169952392578,1,78753,1.98,2019-07-31,7,2019
3213,29426935,400000.0,2.0,1994.0,3,4.0,1,14,1,-97.7036590576172,1,78758,1.98,2019-11-04,11,2019
3217,58304218,339000.0,2.0,1536.0,3,4.0,1,13,1,-97.68994903564452,1,78758,1.98,2019-04-09,4,2019
3220,29432429,315000.0,2.0,1152.0,3,4.333333333333333,1,14,1,-97.69831085205078,1,78758,1.98,2019-10-07,10,2019
3221,29425890,300000.0,2.0,1856.0,4,5.0,1,15,1,-97.67326354980467,1,78753,1.98,2019-12-06,12,2019
3222,29425387,215000.0,2.0,1040.0,3,4.666666666666667,1,14,1,-97.69070434570312,1,78753,1.98,2019-10-15,10,2019
3223,29426927,299999.0,2.0,1848.0,4,4.0,1,14,1,-97.70328521728516,1,78758,1.98,2019-04-05,4,2019
3225,29427982,325000.0,2.0,1584.0,3,5.0,1,15,1,-97.67405700683594,1,78753,1.98,2019-11-22,11,2019
3227,29422970,287500.0,2.0,1402.0,3,5.0,1,15,1,-97.6728515625,1,78753,1.98,2019-04-30,4,2019
3228,29425885,265000.0,2.0,1713.0,3,5.0,1,15,1,-97.67272186279295,1,78753,1.98,2019-08-02,8,2019
3231,29425879,269000.0,2.0,1732.0,3,5.0,1,15,1,-97.67391204833984,1,78753,1.98,2019-02-26,2,2019
3236,29431864,250000.0,2.0,1422.0,3,4.333333333333333,1,12,2,-97.66584777832033,1,78754,1.98,2019-04-22,4,2019
3237,29431863,235000.0,2.0,1376.0,3,4.333333333333333,1,12,2,-97.6659698486328,1,78754,1.98,2019-05-09,5,2019
3238,29438704,315000.0,3.0,1876.0,3,4.0,1,13,1,-97.6792984008789,1,78758,1.98,2019-02-20,2,2019
3241,58303195,150000.0,3.0,1419.0,4,5.0,1,15,1,-97.6725845336914,1,78753,1.98,2019-11-15,11,2019
3242,29427857,230000.0,2.0,970.0,3,4.666666666666667,1,14,1,-97.6875991821289,1,78753,1.98,2019-09-27,9,2019
3245,29433177,375000.0,2.0,1694.0,3,5.0,1,15,1,-97.6730728149414,1,78753,1.98,2019-06-26,6,2019
3247,29430343,215000.0,2.0,1138.0,2,3.333333333333333,1,14,1,-97.68605041503906,1,78753,1.98,2019-06-03,6,2019
3248,29437672,360000.0,3.0,1944.0,4,4.0,2,13,1,-97.69031524658205,1,78758,1.98,2019-02-20,2,2019
3251,29431831,359900.0,3.0,2007.0,4,5.0,1,15,1,-97.66433715820312,1,78753,1.98,2019-01-15,1,2019
3253,29431829,187900.0,2.0,1544.0,3,5.0,1,15,1,-97.66490173339844,1,78753,1.98,2019-12-10,12,2019
3254,29437662,300000.0,2.0,1606.0,3,4.0,1,13,1,-97.69085693359376,1,78758,1.98,2019-02-01,2,2019
3255,29425825,210000.0,1.0,1000.0,3,5.0,1,15,1,-97.67464447021484,1,78753,1.98,2019-12-13,12,2019
3260,58304651,385000.0,2.0,1768.0,4,3.333333333333333,1,14,1,-97.67770385742188,1,78753,1.98,2019-08-30,8,2019
3263,58302314,335000.0,2.0,1554.0,3,5.0,1,15,1,-97.66647338867188,1,78753,1.98,2019-08-23,8,2019
3265,58302313,374900.0,2.0,2108.0,3,5.0,2,15,1,-97.666259765625,1,78753,1.98,2019-05-14,5,2019
3268,29427810,270000.0,2.0,960.0,3,4.666666666666667,1,14,1,-97.6885986328125,1,78753,1.98,2019-11-15,11,2019
3272,29437634,395000.0,2.0,1653.0,3,4.0,1,13,1,-97.6920928955078,1,78758,1.98,2019-11-20,11,2019
3274,29424307,345000.0,2.0,1500.0,3,5.0,1,15,1,-97.67716217041016,1,78753,1.98,2019-06-10,6,2019
3280,58304615,360000.0,2.0,1897.0,4,3.333333333333333,1,14,1,-97.67888641357422,1,78753,1.98,2019-02-14,2,2019
3281,29431797,315000.0,3.0,2828.0,3,5.778694090331862,2,15,0,-97.6732940673828,0,78753,1.98,2019-10-24,10,2019
3282,120897109,415000.0,4.0,2794.0,4,3.6666666666666665,2,13,1,-97.66852569580078,1,78753,1.98,2019-05-22,5,2019
3283,58304608,349900.0,2.0,1550.0,3,3.333333333333333,1,14,1,-97.6795654296875,1,78753,1.98,2019-11-13,11,2019
3285,58302605,414900.0,2.0,2631.0,4,5.0,1,15,1,-97.66532135009766,1,78753,1.98,2019-07-16,7,2019
3287,58304604,365000.0,2.0,1790.0,4,3.333333333333333,1,14,1,-97.67938232421876,1,78753,1.98,2019-02-05,2,2019
3289,29425787,324900.0,2.0,1221.0,4,5.0,1,15,1,-97.67633819580078,1,78753,1.98,2019-10-29,10,2019
3291,58304599,278000.0,2.0,1888.0,3,3.333333333333333,1,14,1,-97.67926788330078,1,78753,1.98,2019-02-25,2,2019
3292,29427784,230000.0,2.0,999.0,3,4.666666666666667,1,14,1,-97.69010925292967,1,78753,1.98,2019-07-12,7,2019
3294,29425784,242500.0,2.0,1064.0,3,5.0,1,15,1,-97.6765594482422,1,78753,1.98,2019-02-15,2,2019
3295,58304590,374000.0,2.0,1995.0,3,3.333333333333333,2,14,1,-97.68022918701172,1,78753,1.98,2019-06-24,6,2019
3296,29427781,269900.0,1.0,1002.0,3,4.666666666666667,1,14,1,-97.69056701660156,1,78753,1.98,2019-07-18,7,2019
3297,29429978,339900.0,2.0,1344.0,3,4.0,1,14,1,-97.71241760253906,1,78758,1.98,2019-10-01,10,2019
3298,58302586,314900.0,2.0,1316.0,3,5.0,1,15,1,-97.66973114013672,1,78753,1.98,2019-11-05,11,2019
3301,29437586,475000.0,3.0,2259.0,4,4.0,2,13,1,-97.69329071044922,1,78758,1.98,2019-12-02,12,2019
3304,58302276,290000.0,3.0,2608.0,3,5.0,2,15,1,-97.67083740234376,1,78753,1.98,2019-11-18,11,2019
3316,58303071,379900.0,3.0,2072.0,4,3.333333333333333,1,14,1,-97.68355560302734,1,78753,1.98,2019-01-16,1,2019
3319,29436570,360000.0,2.0,1423.0,3,4.0,1,13,1,-97.69085693359376,1,78758,1.98,2019-04-22,4,2019
3325,58304565,389900.0,2.0,1710.0,3,3.333333333333333,1,14,1,-97.681884765625,1,78753,1.98,2019-10-26,10,2019
3326,29425764,245000.0,2.0,1246.0,3,5.0,1,15,1,-97.67654418945312,1,78753,1.98,2019-06-20,6,2019
3328,29431752,219999.0,0.0,1904.0,3,3.333333333333333,2,14,1,-97.6882553100586,1,78753,1.98,2019-03-18,3,2019
3336,29425750,219000.0,1.0,1222.0,3,5.0,1,15,1,-97.67678833007812,1,78753,1.98,2019-02-15,2,2019
3337,2100773550,349900.0,3.0,2004.0,3,4.0,2,13,1,-97.6685028076172,1,78753,1.98,2019-04-19,4,2019
3340,29422407,400000.0,2.0,1654.0,3,4.0,1,14,1,-97.72284698486328,1,78757,1.98,2019-06-18,6,2019
3341,58303050,355000.0,2.0,1231.0,3,3.333333333333333,1,14,1,-97.68038940429688,1,78753,1.98,2019-09-18,9,2019
3343,29423996,325000.0,3.0,2217.0,4,4.0,1,14,1,-97.68448638916016,1,78753,1.98,2019-10-01,10,2019
3345,29422406,224900.0,2.0,1600.0,4,4.0,1,14,1,-97.72297668457033,1,78757,1.98,2019-04-15,4,2019
3347,58303043,325000.0,2.0,1645.0,3,3.333333333333333,1,14,1,-97.68049621582033,1,78753,1.98,2019-09-27,9,2019
3348,29422405,459000.0,2.0,1338.0,4,4.0,1,14,1,-97.72314453125,1,78757,1.98,2019-08-06,8,2019
3349,29431735,179900.0,1.0,950.0,3,3.333333333333333,1,14,1,-97.68649291992188,1,78753,1.98,2019-04-12,4,2019
3350,29435043,185000.0,2.0,1102.0,3,3.6666666666666665,1,13,1,-97.66390228271484,1,78753,1.98,2019-10-28,10,2019
3353,58304539,365000.0,2.0,1875.0,3,3.333333333333333,1,14,1,-97.68220520019533,1,78753,1.98,2019-04-05,4,2019
3354,29430230,218000.0,2.0,1344.0,3,3.333333333333333,1,14,1,-97.68485260009766,1,78753,1.98,2019-08-16,8,2019
3358,29433226,299999.0,2.0,2001.0,4,5.0,1,15,1,-97.66519927978516,1,78753,1.98,2019-11-01,11,2019
3360,29421402,437500.0,2.0,1462.0,3,4.0,1,14,1,-97.71745300292967,1,78757,1.98,2019-05-03,5,2019
3361,29422401,557950.0,2.0,1653.0,3,4.0,1,14,1,-97.72396850585938,1,78757,1.98,2019-05-17,5,2019
3362,58303034,269900.0,1.0,1118.0,3,3.333333333333333,1,14,1,-97.68287658691406,1,78753,1.98,2019-04-19,4,2019
3363,29428899,174900.0,2.0,1237.0,3,4.333333333333333,2,14,1,-97.69818115234376,1,78758,1.98,2019-05-17,5,2019
3364,29435032,225000.0,2.0,1080.0,3,3.6666666666666665,1,13,1,-97.6642837524414,1,78753,1.98,2019-10-30,10,2019
3365,29429224,325000.0,2.0,1752.0,3,5.0,1,15,1,-97.67741394042967,1,78753,1.98,2019-04-15,4,2019
3366,29432398,145800.0,3.0,2443.0,3,4.333333333333333,1,14,1,-97.69795989990234,1,78758,1.98,2019-12-13,12,2019
3371,241930219,269900.0,2.0,1400.0,3,4.333333333333333,1,12,2,-97.66534423828124,1,78754,1.98,2019-12-31,12,2019
3375,29421392,389000.0,2.0,1769.0,3,4.0,1,14,1,-97.71704864501952,1,78757,1.98,2019-12-30,12,2019
3377,29429891,335000.0,2.0,1203.0,3,3.6666666666666665,1,14,1,-97.70945739746094,1,78758,1.98,2019-04-12,4,2019
3380,29421712,265000.0,2.0,1382.0,3,5.0,1,15,1,-97.67497253417967,1,78753,1.98,2019-09-13,9,2019
3381,29427389,399800.0,3.0,2515.0,4,4.0,2,14,1,-97.711181640625,1,78758,1.98,2019-06-28,6,2019
3382,29428994,319900.0,2.0,1611.0,3,5.0,1,15,1,-97.67914581298828,1,78753,1.98,2019-03-15,3,2019
3389,29424205,264900.0,2.0,1013.0,3,4.0,1,14,1,-97.68001556396484,1,78753,1.98,2019-11-16,11,2019
3390,58302704,310000.0,3.0,1775.0,3,5.0,1,15,1,-97.6666030883789,1,78753,1.98,2019-05-23,5,2019
3392,58302702,255000.0,2.0,1501.0,3,5.0,1,15,1,-97.6667709350586,1,78753,1.98,2019-01-14,1,2019
3393,29429195,398990.0,3.0,2261.0,4,5.0,1,15,1,-97.6755599975586,1,78753,1.98,2019-06-13,6,2019
3396,29421695,158000.0,2.0,1521.0,2,4.0,2,14,1,-97.68667602539062,1,78753,1.98,2019-02-02,2,2019
3400,58304510,399999.0,2.0,1720.0,3,3.333333333333333,1,14,1,-97.6814193725586,1,78753,1.98,2019-12-24,12,2019
3402,29424883,390000.0,2.0,1206.0,3,4.0,1,14,1,-97.72154235839844,1,78757,1.98,2019-08-02,8,2019
3406,58304504,320000.0,2.0,1719.0,4,3.333333333333333,1,14,1,-97.68006134033205,1,78753,1.98,2019-02-27,2,2019
3409,29430173,265000.0,2.0,1352.0,3,3.333333333333333,1,14,1,-97.68872833251952,1,78753,1.98,2019-04-30,4,2019
3412,29430170,204000.0,2.0,1140.0,3,3.333333333333333,1,14,1,-97.6882781982422,1,78753,1.98,2019-05-31,5,2019
3414,29424877,359900.0,2.0,1240.0,3,4.0,1,14,1,-97.7217254638672,1,78757,1.98,2019-07-29,7,2019
3415,29421375,315000.0,1.0,910.0,2,4.0,1,14,1,-97.71902465820312,1,78757,1.98,2019-06-27,6,2019
3417,29425374,240000.0,1.0,1192.0,3,2.6666666666666665,1,14,1,-97.69488525390624,1,78753,1.98,2019-02-28,2,2019
3420,29425665,319900.0,2.0,1946.0,3,5.0,1,15,1,-97.6729736328125,1,78753,1.98,2019-05-03,5,2019
3422,29429162,399900.0,2.0,1630.0,4,5.0,1,15,1,-97.673828125,1,78753,1.98,2019-12-20,12,2019
3425,29425371,72900.0,1.0,1248.0,3,2.6666666666666665,1,14,1,-97.69515228271484,1,78753,1.98,2019-02-01,2,2019
3426,29431655,325500.0,4.0,2400.0,4,4.333333333333333,1,14,1,-97.69316864013672,1,78758,1.98,2019-06-28,6,2019
3429,29424870,359000.0,2.0,1178.0,3,4.0,1,14,1,-97.72193908691406,1,78757,1.98,2019-07-22,7,2019
3430,29424155,335000.0,2.0,1508.0,4,5.0,1,15,1,-97.67456817626952,1,78753,1.98,2019-10-07,10,2019
3433,29431368,349990.0,2.0,1538.0,4,3.6666666666666665,1,14,1,-97.70393371582033,1,78758,1.98,2019-03-27,3,2019
3439,29426865,425000.0,2.0,1678.0,4,4.0,1,14,1,-97.70682525634766,1,78758,1.98,2019-04-19,4,2019
3440,29425642,315000.0,2.0,1754.0,4,5.0,1,15,1,-97.67389678955078,1,78753,1.98,2019-11-20,11,2019
3441,29424140,253000.0,2.0,1533.0,3,5.0,1,15,1,-97.67498779296876,1,78753,1.98,2019-04-05,4,2019
3443,29427138,260000.0,3.0,1754.0,3,5.0,2,15,1,-97.67874908447266,1,78753,1.98,2019-10-11,10,2019
3448,29428859,179000.0,2.0,1193.0,2,4.333333333333333,2,14,1,-97.6985092163086,1,78758,1.98,2019-09-20,9,2019
3450,29429858,410000.0,2.0,1512.0,3,4.0,1,14,1,-97.71257019042967,1,78758,1.98,2019-02-27,2,2019
3452,29427358,560000.0,8.0,3872.0,8,4.0,2,14,1,-97.72242736816406,1,78757,1.98,2019-10-25,10,2019
3456,29423356,372500.0,2.0,1556.0,3,4.0,1,14,1,-97.7134246826172,1,78758,1.98,2019-04-23,4,2019
3457,29431355,314999.0,2.0,1382.0,3,3.6666666666666665,1,14,1,-97.70365142822266,1,78758,1.98,2019-06-28,6,2019
3458,29429093,225000.0,1.0,1004.0,3,3.333333333333333,1,14,1,-97.68384552001952,1,78753,1.98,2019-10-23,10,2019
3460,29427093,269900.0,2.0,1226.0,3,5.0,1,15,1,-97.67798614501952,1,78753,1.98,2019-10-07,10,2019
3461,29423354,275000.0,1.0,1014.0,3,4.0,1,14,1,-97.71385192871094,1,78758,1.98,2019-08-07,8,2019
3463,29429853,299900.0,2.0,1328.0,4,4.0,1,14,1,-97.71210479736328,1,78758,1.98,2019-09-09,9,2019
3467,29427080,324900.0,2.0,1193.0,3,5.0,1,15,1,-97.6793975830078,1,78753,1.98,2019-07-01,7,2019
3470,2084986572,289990.0,0.0,2344.0,0,5.0,1,15,1,-97.67914581298828,1,78753,1.98,2019-05-17,5,2019
3473,29423352,119800.0,1.0,1031.0,3,4.0,1,14,1,-97.7143325805664,1,78758,1.98,2019-12-10,12,2019
3477,29427064,345000.0,2.0,1819.0,3,5.0,1,15,1,-97.6781005859375,1,78753,1.98,2019-10-10,10,2019
3479,29422475,425000.0,2.0,1600.0,4,4.0,1,14,1,-97.7224578857422,1,78757,1.98,2019-12-30,12,2019
