,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,yearBuilt,latest_saledate,latest_salemonth,latest_saleyear
5975,29347504,1495000.0,4.0,4655.0,4,7.0,3,16,1,-97.85409545898438,1,2.8000000000000003,30.35556411743164,101494.8,128,6,78730,1.98,1980,2020-09-03,9,2020
5977,83830685,359824.0,3.0,3000.0,4,8.666666666666666,2,17,1,-97.90738677978516,1,2.1,30.36762619018555,9321.0,142,8,78732,1.98,2005,2020-10-30,10,2020
5981,29359681,490000.0,3.0,2824.0,3,8.333333333333334,2,17,1,-97.89117431640624,1,1.933333333333333,30.37587547302246,9713.0,63,4,78732,1.98,1996,2020-08-25,8,2020
5984,29357176,565000.0,3.0,2994.0,4,8.666666666666666,2,17,1,-97.89652252197266,1,1.9,30.37123107910156,7579.0,67,2,78732,1.98,1999,2020-05-20,5,2020
5985,29359674,449900.0,2.0,2017.0,4,8.333333333333334,1,17,1,-97.89115142822266,1,1.9666666666666668,30.377859115600582,9234.0,58,4,78732,1.98,1993,2020-09-01,9,2020
5988,83825168,635000.0,4.0,3640.0,4,8.666666666666666,2,17,1,-97.90209197998048,1,1.8333333333333333,30.368600845336925,10715.0,78,1,78732,1.98,2005,2020-10-08,10,2020
5990,83818664,1375000.0,6.0,4676.0,5,8.333333333333334,2,17,1,-97.88810729980467,1,2.5,30.36201858520508,44431.2,57,2,78732,1.98,2006,2020-08-05,8,2020
5993,70352660,550000.0,4.0,2934.0,4,8.666666666666666,2,17,1,-97.90750122070312,1,2.1333333333333333,30.36184883117676,9626.0,29,4,78732,1.98,2007,2020-08-28,8,2020
5995,29359660,430000.0,3.0,2103.0,3,8.333333333333334,2,17,1,-97.88681030273438,1,1.8666666666666665,30.375911712646484,10890.0,25,2,78732,1.98,1988,2020-02-21,2,2020
5997,29359657,365000.0,3.0,2115.0,3,8.333333333333334,2,17,1,-97.88710021972656,1,1.8666666666666665,30.37527275085449,9975.0,31,3,78732,1.98,1988,2020-04-06,4,2020
5998,29357155,539000.0,3.0,2721.0,4,8.666666666666666,2,17,1,-97.89600372314452,1,1.866666666666667,30.37022018432617,7801.0,40,1,78732,1.98,1999,2020-07-02,7,2020
6002,64508647,697000.0,4.0,4377.0,5,8.666666666666666,2,17,1,-97.90093231201172,1,2.1,30.35756492614746,14374.8,32,2,78732,1.98,2003,2020-09-24,9,2020
6011,29357116,469000.0,2.5,2689.0,5,8.666666666666666,2,17,1,-97.89913177490234,1,1.866666666666667,30.371028900146484,9234.0,30,1,78732,1.98,2000,2020-10-09,10,2020
6013,83824113,749000.0,4.0,3958.0,4,8.666666666666666,2,17,1,-97.90038299560548,1,2.1,30.35732269287109,14374.8,40,1,78732,1.98,2004,2020-08-17,8,2020
6014,83819613,1075000.0,5.0,5123.0,5,8.333333333333334,2,17,1,-97.88811492919922,1,2.6,30.35346984863281,13503.6,1,2,78732,1.98,2005,2020-07-30,7,2020
6016,70352611,734900.0,4.0,3879.0,4,8.666666666666666,2,17,1,-97.90706634521484,1,2.1333333333333333,30.362245559692383,11325.6,50,1,78732,1.98,2007,2020-03-25,3,2020
6020,29357102,420000.0,2.0,2115.0,3,8.666666666666666,1,17,1,-97.89810180664062,1,1.866666666666667,30.36924362182617,8668.0,64,1,78732,1.98,1999,2020-06-26,6,2020
6022,89547592,675000.0,4.0,4012.0,5,8.666666666666666,2,17,1,-97.90380859375,1,2.5,30.35128974914551,10280.0,40,9,78732,1.98,2011,2020-01-11,1,2020
6024,70337590,639000.0,4.0,3595.0,6,8.666666666666666,2,17,1,-97.90388488769533,1,1.933333333333333,30.369787216186523,12196.8,36,1,78732,1.98,2005,2020-08-19,8,2020
6032,70352577,750000.0,4.0,3056.0,4,8.666666666666666,2,17,1,-97.9069595336914,1,2.233333333333333,30.35873794555664,9147.0,40,3,78732,1.98,2008,2020-11-09,11,2020
6034,70352576,625000.0,5.0,3605.0,5,8.666666666666666,2,17,1,-97.90677642822266,1,2.233333333333333,30.35886001586914,9757.0,80,1,78732,1.98,2008,2020-07-24,7,2020
6035,83815075,600000.0,3.0,3408.0,4,8.666666666666666,2,17,1,-97.90748596191406,1,2.1,30.36778450012207,7535.0,80,3,78732,1.98,2006,2020-09-25,9,2020
6038,29359571,425000.0,3.0,2410.0,4,8.333333333333334,1,17,1,-97.88872528076172,1,1.9,30.37764358520508,6490.0,40,3,78732,1.98,1994,2020-12-04,12,2020
6039,83825069,639900.0,4.0,4435.0,4,8.666666666666666,2,17,1,-97.90740203857422,1,2.1666666666666665,30.37233924865723,11325.6,45,8,78732,1.98,2006,2020-06-18,6,2020
6041,29359566,490000.0,4.0,2914.0,4,8.333333333333334,2,17,1,-97.8884735107422,1,1.8666666666666665,30.378068923950195,7666.0,63,2,78732,1.98,1990,2020-07-14,7,2020
6045,96635553,850000.0,5.0,4410.0,5,8.666666666666666,2,17,1,-97.90652465820312,1,2.0333333333333337,30.368587493896484,11761.2,80,1,78732,1.98,2008,2020-06-16,6,2020
6051,29357050,460000.0,3.0,2744.0,4,8.666666666666666,2,17,1,-97.89353942871094,1,1.933333333333333,30.37234687805176,8712.0,110,4,78732,1.98,1998,2020-06-19,6,2020
6056,29359540,449000.0,3.0,2648.0,3,8.333333333333334,2,17,1,-97.88899230957033,1,1.9,30.37666320800781,9931.0,55,2,78732,1.98,1998,2020-07-17,7,2020
6057,83827539,399000.0,2.0,1917.0,3,8.666666666666666,1,17,1,-97.90335845947266,1,2.3,30.35502052307129,8450.0,89,2,78732,1.98,2006,2020-10-01,10,2020
6061,29359536,450000.0,3.0,2743.0,4,8.333333333333334,2,17,1,-97.88914489746094,1,1.9,30.37739181518555,6011.0,31,1,78732,1.98,1989,2020-07-17,7,2020
6062,83820035,560000.0,3.0,3292.0,5,8.666666666666666,2,17,1,-97.9047622680664,1,2.4,30.35415267944336,8276.0,80,3,78732,1.98,2004,2020-06-09,6,2020
6064,29357034,275000.0,2.0,1870.0,3,8.666666666666666,1,17,1,-97.89488220214844,1,2.0,30.373952865600582,10018.0,1,5,78732,1.98,1996,2020-11-19,11,2020
6065,83817024,410000.0,3.0,2700.0,4,8.666666666666666,2,17,1,-97.89913177490234,1,1.8,30.36600875854492,7318.0,68,1,78732,1.98,2006,2020-06-01,6,2020
6066,29359522,600000.0,3.0,3458.0,4,8.333333333333334,2,17,1,-97.88370513916016,1,1.8333333333333333,30.374475479125977,12632.4,145,3,78732,1.98,1998,2020-09-02,9,2020
6074,29359513,600000.0,5.0,3485.0,4,8.333333333333334,2,17,1,-97.87975311279295,1,1.866666666666667,30.375919342041016,13939.2,37,4,78732,1.98,1998,2020-08-03,8,2020
6075,29359511,800000.0,4.0,3398.0,4,8.333333333333334,2,17,1,-97.87939453125,1,1.8666666666666665,30.375593185424805,13939.2,44,5,78732,1.98,1998,2020-11-20,11,2020
6076,29360005,485000.0,4.0,3365.0,5,8.333333333333334,2,17,1,-97.90049743652344,1,2.2,30.374914169311523,8842.0,38,10,78732,1.98,1999,2020-03-20,3,2020
6081,70337502,350000.0,2.0,1806.0,4,8.666666666666666,1,17,1,-97.8955307006836,1,1.8333333333333333,30.368492126464844,5880.0,13,2,78732,1.98,2005,2020-02-26,2,2020
6083,58312473,550000.0,2.0,1458.0,3,5.666666666666668,1,16,1,-97.80648040771484,1,3.4,30.23807144165039,9060.0,21,1,78735,1.98,1963,2020-09-14,9,2020
6085,58312471,350000.0,2.0,1332.0,3,5.666666666666668,1,16,1,-97.8060302734375,1,3.4,30.23785781860352,9147.0,31,1,78735,1.98,1963,2020-05-15,5,2020
6086,58312474,999000.0,4.0,2600.0,4,5.666666666666668,1,16,1,-97.80693817138672,1,3.3666666666666667,30.238283157348643,9060.0,68,4,78735,1.98,1964,2020-10-15,10,2020
6087,29325971,1025000.0,3.0,3287.0,4,9.0,2,14,0,-97.79931640625,0,0.85,30.263771057128903,13939.2,60,3,78746,1.98,1983,2020-05-01,5,2020
6108,29326436,999000.0,4.0,2702.0,4,9.0,2,14,0,-97.8023681640625,0,0.55,30.26821136474609,14374.8,72,5,78746,1.98,1979,2020-08-13,8,2020
6116,29326926,439000.0,2.0,2206.0,4,9.0,1,14,0,-97.80711364746094,0,0.35,30.27153968811035,10105.0,78,4,78746,1.98,1980,2020-11-13,11,2020
6121,29326918,675000.0,2.0,1585.0,3,9.0,1,14,0,-97.80299377441406,0,0.5,30.27290153503418,7579.0,23,1,78746,1.98,1980,2020-05-15,5,2020
6130,29326181,2050000.0,4.0,3855.0,5,9.0,2,14,0,-97.80486297607422,0,0.7,30.26302528381348,12196.8,61,5,78746,1.98,2018,2020-12-07,12,2020
6132,79980393,1290000.0,4.0,4096.0,4,5.666666666666668,2,16,1,-97.84144592285156,1,3.633333333333333,30.258508682250977,31363.2,49,2,78735,1.98,2005,2020-12-03,12,2020
6139,29322884,800000.0,2.0,1513.0,3,6.0,1,16,1,-97.78599548339844,1,1.4,30.25258445739746,13939.2,1,1,78704,1.98,1975,2020-10-14,10,2020
6142,29332379,1729000.0,4.0,4250.0,4,6.0,2,16,1,-97.78858947753906,1,1.4666666666666668,30.28519058227539,21344.4,81,12,78746,1.98,1994,2020-10-30,10,2020
6144,29328377,595000.0,3.5,3284.0,3,9.5,1,14,0,-97.8216781616211,0,0.4,30.27702140808105,14374.8,1,1,78746,1.98,1981,2020-11-30,11,2020
6149,29325869,1299000.0,3.0,3308.0,5,9.0,2,14,0,-97.79554748535156,0,1.0499999999999998,30.26514434814453,19166.4,37,1,78746,1.98,1984,2020-07-15,7,2020
6150,29473867,658000.0,3.0,2439.0,4,5.666666666666668,1,16,1,-97.8260269165039,1,3.333333333333333,30.25167465209961,12196.8,80,1,78735,1.98,1982,2020-10-09,10,2020
6151,29330363,2750000.0,5.0,3967.0,5,6.0,1,16,1,-97.78907775878906,1,1.3333333333333333,30.27983665466309,11325.6,34,5,78746,1.98,2020,2020-11-11,11,2020
6153,29475354,496000.0,2.0,1402.0,4,5.666666666666668,1,16,1,-97.82360076904295,1,3.4333333333333336,30.24342536926269,8232.0,23,1,78735,1.98,1975,2020-04-23,4,2020
6157,29323343,724000.0,2.0,2250.0,3,5.666666666666668,1,16,1,-97.83802795410156,1,3.5666666666666664,30.256038665771484,7927.0,55,3,78735,1.98,1997,2020-06-30,6,2020
6159,29325839,1490000.0,6.0,4133.0,6,9.0,2,14,0,-97.79510498046876,0,1.0,30.26689529418945,15681.6,40,3,78746,1.98,1998,2020-04-30,4,2020
6160,29475338,675000.0,3.0,1922.0,3,5.666666666666668,1,16,1,-97.82469940185548,1,3.4333333333333336,30.24468231201172,9713.0,39,1,78735,1.98,1978,2020-12-21,12,2020
6164,29473732,360000.0,2.0,1756.0,3,5.666666666666668,1,16,1,-97.82579040527344,1,3.3666666666666667,30.25002670288086,9278.0,83,5,78735,1.98,1977,2020-08-31,8,2020
6166,29474324,629000.0,3.0,2160.0,3,5.666666666666668,2,16,1,-97.8438949584961,1,3.733333333333333,30.25155067443848,10149.0,35,1,78735,1.98,1999,2020-08-07,8,2020
6170,305429813,735500.0,3.0,1961.0,3,9.0,2,14,0,-97.81220245361328,0,0.85,30.260242462158203,1306.0,58,2,78746,1.98,2019,2020-10-01,10,2020
6174,29323298,539997.0,3.0,2443.0,3,5.666666666666668,1,16,1,-97.83748626708984,1,3.5666666666666664,30.253759384155284,10890.0,1,1,78735,1.98,1998,2020-10-12,10,2020
6176,29473786,825000.0,4.0,3117.0,4,5.666666666666668,2,16,1,-97.8239974975586,1,3.3666666666666667,30.24873161315918,8947.0,36,1,78735,1.98,1996,2020-06-30,6,2020
6178,29474284,780000.0,3.0,2680.0,4,5.666666666666668,1,16,1,-97.84539794921876,1,3.733333333333333,30.25151634216309,8886.0,40,1,78735,1.98,1999,2020-12-06,12,2020
6179,29323283,625000.0,4.0,3438.0,5,5.666666666666668,2,16,1,-97.82991027832033,1,3.4,30.25514030456543,12196.8,39,2,78735,1.98,1998,2020-06-05,6,2020
6182,29323276,769500.0,3.0,2934.0,4,5.666666666666668,2,16,1,-97.83120727539062,1,3.4,30.255754470825195,9757.0,67,2,78735,1.98,1997,2020-07-20,7,2020
6183,124842760,400000.0,2.0,1824.0,3,5.666666666666668,1,16,1,-97.80596923828124,1,3.4,30.237815856933604,10497.0,14,2,78735,1.98,1964,2020-12-10,12,2020
6185,29474258,665000.0,3.0,2434.0,3,5.666666666666668,1,16,1,-97.8414077758789,1,3.633333333333333,30.251279830932614,8799.0,30,2,78735,1.98,1999,2020-07-17,7,2020
6196,29473741,550000.0,3.0,1996.0,4,5.666666666666668,2,16,1,-97.82620239257812,1,3.3666666666666667,30.24905776977539,7797.0,34,1,78735,1.98,1975,2020-01-21,1,2020
6197,29472235,1390000.0,5.0,3080.0,4,6.0,1,16,1,-97.78683471679688,1,1.5666666666666664,30.24959945678711,9365.0,62,6,78704,1.98,2016,2020-09-30,9,2020
6202,29474227,675000.0,2.0,2073.0,3,5.666666666666668,1,16,1,-97.83950805664062,1,3.633333333333333,30.246862411499023,8712.0,1,1,78735,1.98,1999,2020-08-17,8,2020
6209,29472212,1050000.0,3.0,3015.0,4,6.0,2,16,1,-97.78622436523438,1,1.7333333333333334,30.24614524841309,10454.0,9,4,78704,1.98,1955,2020-03-27,3,2020
6211,29472210,2150000.0,4.0,3485.0,4,6.0,2,16,1,-97.7857894897461,1,1.7333333333333334,30.246204376220703,9583.0,41,1,78704,1.98,2020,2020-05-27,5,2020
6216,29327200,1250000.0,6.0,4335.0,4,9.5,2,14,0,-97.8198699951172,0,0.7,30.26884841918945,13939.2,32,2,78746,1.98,1996,2020-03-09,3,2020
6219,29327193,1095000.0,4.0,4086.0,4,9.5,2,14,0,-97.8203582763672,0,0.7,30.268999099731445,13939.2,40,1,78746,1.98,1997,2020-07-02,7,2020
6229,29326673,1200000.0,3.0,2774.0,4,9.0,2,14,0,-97.79088592529295,0,1.25,30.26716041564941,10454.0,61,3,78746,1.98,1990,2020-10-28,10,2020
6231,29326439,1300000.0,2.0,2200.0,4,9.0,1,14,0,-97.80158996582033,0,0.6,30.26785659790039,11761.2,77,3,78746,1.98,1980,2020-08-12,8,2020
6232,29323168,717500.0,3.0,2795.0,4,5.666666666666668,2,16,1,-97.83077239990234,1,3.4,30.254451751708984,8494.0,3,1,78735,1.98,1996,2020-07-17,7,2020
6234,29474164,465000.0,2.0,1647.0,3,5.666666666666668,1,16,1,-97.83019256591795,1,3.4333333333333336,30.251066207885746,10890.0,18,1,78735,1.98,1981,2020-05-05,5,2020
6236,29327160,1100000.0,4.0,4270.0,6,9.5,2,14,0,-97.82233428955078,0,0.5,30.273517608642567,14810.4,30,2,78746,1.98,1998,2020-05-05,5,2020
6240,29327154,1399000.0,3.0,4070.0,4,9.5,2,14,0,-97.8222427368164,0,0.55,30.272653579711925,14810.4,40,2,78746,1.98,1998,2020-07-21,7,2020
6244,29327144,1300000.0,4.0,3891.0,4,9.5,2,14,0,-97.8192367553711,0,0.5,30.27154541015625,13068.0,37,1,78746,1.98,2000,2020-12-10,12,2020
6246,29326142,1199000.0,3.0,3233.0,4,9.0,1,14,0,-97.80521392822266,0,0.6,30.2645263671875,10410.0,34,2,78746,1.98,1978,2020-11-23,11,2020
6247,29323142,485000.0,2.0,1654.0,3,5.666666666666668,1,16,1,-97.8311767578125,1,3.4333333333333336,30.254249572753903,7361.0,61,1,78735,1.98,1996,2020-09-03,9,2020
6251,29328483,1100000.0,3.0,2743.0,4,9.5,2,14,0,-97.8209991455078,0,0.4,30.27408790588379,10454.0,73,2,78746,1.98,1997,2020-11-30,11,2020
6259,29326613,799000.0,6.0,4977.0,5,9.0,2,14,0,-97.79219818115234,0,1.2,30.268421173095703,14810.4,132,6,78746,1.98,1990,2020-12-15,12,2020
6260,29475612,849500.0,3.0,3070.0,4,5.666666666666668,2,16,1,-97.83098602294922,1,3.5666666666666664,30.24273109436035,10890.0,66,1,78735,1.98,1997,2020-09-10,9,2020
6261,2077987104,1095000.0,4.0,4167.0,4,9.5,1,14,0,-97.82533264160156,0,0.6,30.27549934387207,14374.8,80,1,78746,1.98,1983,2020-10-23,10,2020
6262,29326100,299000.0,3.0,1800.0,3,9.0,3,14,0,-97.79925537109376,0,1.0499999999999998,30.260513305664062,6838.0,3,4,78746,1.98,1983,2020-08-03,8,2020
6263,29474099,600000.0,2.0,1804.0,3,5.666666666666668,1,16,1,-97.82837677001952,1,3.4333333333333336,30.247573852539062,7710.0,105,2,78735,1.98,1975,2020-08-18,8,2020
6264,29326097,1249000.0,4.0,3314.0,4,9.0,2,14,0,-97.80044555664062,0,0.8999999999999999,30.26189994812012,10890.0,24,6,78746,1.98,1983,2020-06-30,6,2020
6268,29322885,1200000.0,3.0,2533.0,4,6.0,2,16,1,-97.78573608398438,1,1.4,30.25268173217773,12632.4,116,3,78704,1.98,1986,2020-12-31,12,2020
6269,29475577,434800.0,3.0,3187.0,4,5.666666666666668,2,16,1,-97.83060455322266,1,3.5333333333333337,30.24309539794922,7187.0,75,6,78735,1.98,1997,2020-07-15,7,2020
6272,29323270,789000.0,3.0,3185.0,5,5.666666666666668,2,16,1,-97.83223724365234,1,3.4333333333333336,30.25641441345215,9321.0,71,2,78735,1.98,1997,2020-12-11,12,2020
6276,29472569,995000.0,2.0,1723.0,3,6.0,1,16,1,-97.79063415527344,1,1.6,30.253047943115234,11325.6,52,2,78704,1.98,1974,2020-11-20,11,2020
6278,29323066,545000.0,2.0,2027.0,4,5.666666666666668,1,16,1,-97.83253479003906,1,3.4666666666666663,30.25202178955078,8145.0,24,3,78735,1.98,1982,2020-01-10,1,2020
6281,29327058,900000.0,2.0,2096.0,3,9.0,1,14,0,-97.8116226196289,0,0.4,30.26966094970703,9801.0,27,5,78746,1.98,1979,2020-07-08,7,2020
6283,29472556,865000.0,2.0,1927.0,3,6.0,1,16,1,-97.79163360595705,1,1.6,30.25319480895996,11761.2,45,5,78704,1.98,1973,2020-07-20,7,2020
6285,29323053,1190000.0,4.0,3168.0,4,8.5,2,14,0,-97.79466247558594,1,1.9,30.25544166564941,24393.6,40,1,78746,1.98,1993,2020-05-08,5,2020
6286,58312461,674000.0,2.0,1344.0,3,5.666666666666668,1,16,1,-97.8083267211914,1,3.3666666666666667,30.239152908325195,47044.8,27,1,78735,1.98,1957,2020-05-15,5,2020
6289,29472549,985000.0,2.0,2327.0,4,6.0,1,16,1,-97.78678894042967,1,1.5,30.251066207885746,15245.999999999998,37,1,78704,1.98,1977,2020-08-12,8,2020
6290,251032548,965000.0,4.0,2834.0,3,9.0,2,14,0,-97.81127166748048,0,0.8,30.260873794555664,4356.0,54,5,78746,1.98,2018,2020-11-13,11,2020
6291,29323046,1295000.0,4.0,3815.0,4,8.5,2,14,0,-97.794677734375,1,1.95,30.254737854003903,12632.4,50,2,78746,1.98,1997,2020-04-20,4,2020
6294,29326977,770000.0,2.0,2149.0,4,9.0,1,14,0,-97.81047821044922,0,0.4,30.26846694946289,10890.0,30,2,78746,1.98,1978,2020-04-30,4,2020
6297,29323035,969900.0,2.0,2004.0,3,6.0,1,16,1,-97.79444885253906,1,1.7666666666666666,30.252351760864247,13068.0,35,1,78704,1.98,1975,2020-08-05,8,2020
6308,29328512,1750000.0,5.0,4604.0,5,9.5,2,14,0,-97.82291412353516,0,0.5,30.2738094329834,16552.8,35,2,78746,1.98,1998,2020-11-20,11,2020
6310,29475507,500000.0,2.0,1899.0,4,5.666666666666668,1,16,1,-97.8274154663086,1,3.5,30.243030548095703,9583.0,25,2,78735,1.98,1973,2020-03-06,3,2020
6311,29327007,735000.0,3.0,1848.0,3,9.0,2,14,0,-97.8083953857422,0,0.45,30.26747894287109,9583.0,12,4,78746,1.98,1979,2020-12-14,12,2020
6313,29323001,599000.0,2.0,2001.0,3,6.0,1,16,1,-97.79125213623048,1,1.6,30.253803253173828,10497.0,61,5,78704,1.98,1973,2020-08-31,8,2020
6314,63838497,550000.0,3.0,2232.0,4,4.0,2,13,1,-97.8126449584961,1,1.4,30.19586944580078,9191.0,39,1,78745,1.98,1978,2020-01-31,1,2020
6315,29487495,499900.0,3.0,2545.0,3,9.0,2,18,1,-97.8887176513672,1,1.4,30.214933395385746,6316.0,70,2,78749,1.98,1999,2020-11-19,11,2020
6317,70334994,349900.0,3.0,2763.0,4,8.666666666666666,2,18,1,-97.8978271484375,1,1.4,30.1961669921875,10410.0,61,5,78739,1.98,2006,2020-12-15,12,2020
6320,29479485,455500.0,3.0,2341.0,3,6.666666666666668,2,17,1,-97.89730834960938,1,3.5,30.23459053039551,12196.8,35,4,78736,1.98,1994,2020-02-28,2,2020
6321,29501990,435000.0,2.0,1986.0,3,9.0,1,18,1,-97.88397979736328,1,1.0666666666666669,30.19472312927246,6621.0,64,1,78739,1.98,1997,2020-08-28,8,2020
6322,145655980,587000.0,3.0,3029.0,4,8.0,1,18,1,-97.90408325195312,1,2.766666666666667,30.23136138916016,9365.0,40,1,78737,1.98,2015,2020-02-27,2,2020
6323,29504988,435000.0,3.0,2582.0,4,9.0,2,18,1,-97.89327239990234,1,1.4333333333333331,30.19181823730469,13068.0,17,1,78739,1.98,1988,2020-04-30,4,2020
6325,29491975,515000.0,3.0,2451.0,4,9.0,2,18,1,-97.88525390625,1,1.3666666666666665,30.21240043640137,7318.0,82,5,78749,1.98,1995,2020-08-25,8,2020
6328,29481467,440000.0,2.0,2176.0,3,6.0,1,17,1,-97.87136840820312,1,3.5666666666666664,30.22652816772461,8015.0,32,3,78749,1.98,1996,2020-01-09,1,2020
6329,64829480,672500.0,4.0,3675.0,4,8.666666666666666,2,18,1,-97.90245819091795,1,1.6666666666666667,30.187854766845703,8755.0,44,5,78739,1.98,2003,2020-05-29,5,2020
6330,29501977,425000.0,2.0,2060.0,3,9.0,1,18,1,-97.88591003417967,1,1.1333333333333335,30.19544219970703,5619.0,27,1,78739,1.98,1999,2020-02-13,2,2020
6331,70330975,409900.0,3.0,2880.0,4,9.0,2,18,1,-97.89144134521484,1,1.3,30.1960506439209,5357.0,32,3,78739,1.98,2006,2020-02-28,2,2020
6337,119631970,599000.0,4.0,2848.0,4,9.0,2,18,1,-97.9076919555664,1,2.333333333333333,30.18215751647949,7405.0,1,1,78739,1.98,2013,2020-02-06,2,2020
6341,29501963,699900.0,4.0,3508.0,4,9.0,2,18,1,-97.8816909790039,1,1.0333333333333332,30.19402313232422,12632.4,40,1,78739,1.98,1995,2020-12-02,12,2020
6342,29491958,395000.0,3.0,1760.0,3,9.0,2,18,1,-97.88689422607422,1,1.3,30.20951271057129,6403.0,29,1,78749,1.98,1993,2020-03-31,3,2020
6345,29477448,375000.0,3.0,1880.0,4,6.666666666666668,1,17,1,-97.88602447509766,1,2.966666666666667,30.23720550537109,12196.8,31,2,78736,1.98,1972,2020-02-07,2,2020
6348,29486200,399900.0,2.0,1501.0,3,4.666666666666667,1,14,1,-97.83625030517578,1,1.0,30.20957946777344,10280.0,54,1,78749,1.98,1980,2020-09-10,9,2020
6351,58315186,299900.0,2.0,1279.0,2,4.666666666666667,2,14,1,-97.82637786865234,1,1.3,30.21164512634277,7535.0,42,2,78745,1.98,1981,2020-05-29,5,2020
6356,29480672,550000.0,3.0,2549.0,4,6.0,2,17,1,-97.8402862548828,1,2.1666666666666665,30.22599983215332,7840.0,40,5,78749,1.98,1982,2020-05-08,5,2020
6358,58315162,274900.0,3.0,1754.0,3,4.666666666666667,2,14,1,-97.82333374023438,1,1.2333333333333332,30.21244812011719,7710.0,10,3,78745,1.98,1981,2020-05-15,5,2020
6359,58315155,450000.0,3.0,1557.0,3,4.666666666666667,2,14,1,-97.82356262207033,1,1.2666666666666668,30.2115535736084,7448.0,25,2,78745,1.98,1981,2020-02-21,2,2020
6363,29486150,275000.0,2.0,1268.0,3,4.666666666666667,2,14,1,-97.8396224975586,1,1.1333333333333335,30.21230316162109,8668.0,23,3,78749,1.98,1981,2020-01-30,1,2020
6364,58315141,335000.0,2.0,1354.0,3,4.666666666666667,1,14,1,-97.82414245605467,1,1.2666666666666666,30.212804794311523,6490.0,54,3,78745,1.98,1980,2020-08-13,8,2020
6365,2145702640,238000.0,2.0,1064.0,2,4.666666666666667,1,14,1,-97.81745910644533,1,1.2333333333333334,30.20924186706543,90604.8,21,1,78745,1.98,2008,2020-09-11,9,2020
6367,29480631,449900.0,2.0,2115.0,3,6.0,1,17,1,-97.84193420410156,1,2.1,30.226890563964844,13503.6,31,2,78749,1.98,1981,2020-02-04,2,2020
6369,58315128,359000.0,2.0,1497.0,3,4.666666666666667,1,14,1,-97.82487487792967,1,1.2666666666666666,30.212202072143555,6838.0,74,2,78745,1.98,1981,2020-07-02,7,2020
6370,58315117,427000.0,2.0,1666.0,3,4.666666666666667,1,14,1,-97.82654571533205,1,1.2666666666666666,30.21299171447754,7361.0,113,7,78745,1.98,1981,2020-09-24,9,2020
6373,29480606,447500.0,2.0,1857.0,3,6.0,1,17,1,-97.83674621582033,1,2.2,30.2257022857666,7971.0,30,1,78749,1.98,1982,2020-07-10,7,2020
6374,29480603,209500.0,3.0,1974.0,4,6.0,2,17,1,-97.83621978759766,1,2.2,30.225385665893555,9801.0,88,6,78749,1.98,1982,2020-07-24,7,2020
6377,29480595,385000.0,2.0,1919.0,3,6.0,1,17,1,-97.84100341796876,1,2.1,30.22690010070801,7927.0,25,2,78749,1.98,1982,2020-04-06,4,2020
6379,2145150551,250000.0,2.0,1051.0,2,4.666666666666667,1,14,1,-97.81786346435548,1,1.2666666666666666,30.20902442932129,90604.8,56,1,78745,1.98,2008,2020-10-06,10,2020
6384,29485516,599000.0,2.0,1898.0,3,4.666666666666667,1,14,1,-97.83541870117188,1,1.2,30.21677398681641,9104.0,75,3,78749,1.98,1983,2020-10-06,10,2020
6388,29495392,349000.0,2.0,1200.0,3,4.666666666666667,1,14,1,-97.83154296875,1,1.1666666666666667,30.20207023620605,9060.0,78,2,78745,1.98,1981,2020-07-02,7,2020
6390,124837792,560000.0,3.0,2180.0,4,4.666666666666667,2,14,1,-97.8326187133789,1,1.3,30.19757843017578,6141.0,33,3,78745,1.98,2013,2020-01-14,1,2020
6391,124719964,569000.0,3.0,1888.0,3,4.666666666666667,2,14,1,-97.8314437866211,1,1.3666666666666665,30.197444915771484,7535.0,90,1,78745,1.98,2013,2020-09-21,9,2020
6392,58312950,275000.0,1.0,915.0,3,4.0,1,12,1,-97.78691864013672,1,1.4,30.222694396972656,7840.0,29,1,78745,1.98,1959,2020-08-07,8,2020
6395,2078450497,545000.0,3.0,1167.0,2,4.0,1,12,1,-97.78679656982422,1,1.4666666666666668,30.22404289245605,4791.0,34,2,78745,1.98,2020,2020-10-01,10,2020
6397,29490776,185000.0,2.0,1618.0,3,4.666666666666667,1,14,1,-97.84312438964844,1,1.2666666666666666,30.205400466918945,12196.8,27,7,78749,1.98,1995,2020-07-13,7,2020
6400,29494998,399900.0,2.0,1598.0,4,4.0,1,13,1,-97.81829071044922,1,1.2,30.20175170898437,7448.0,53,6,78745,1.98,1977,2020-07-13,7,2020
6403,58314945,390000.0,2.0,1250.0,3,4.666666666666667,1,14,1,-97.81543731689452,1,1.1333333333333333,30.211933135986328,6534.0,69,2,78745,1.98,1977,2020-06-15,6,2020
6406,29498758,284900.0,1.0,943.0,3,4.666666666666667,1,14,1,-97.83734893798828,1,1.1666666666666667,30.20098304748535,6969.0,35,2,78745,1.98,1975,2020-11-25,11,2020
6407,29485943,375000.0,2.0,1298.0,3,4.0,1,13,1,-97.80960083007812,1,0.9,30.21220588684082,6011.0,30,2,78745,1.98,1972,2020-08-31,8,2020
