,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
891,29336824,669000.0,3.0,2623.0,3,9.33333333333333,2,14,0,-97.895637512207,0,2.33333333333333,30.3007469177246,14374.8,28,1,78733,1.98,2019-06-21,6,2019,1126888.20481928
892,145653227,979000.0,5.0,5162.0,5,8.33333333333333,2,17,1,-97.9193801879883,1,3.2,30.3374691009521,17859.6,47,5,78732,1.98,2020-07-17,7,2020,750005.143518519
893,29469515,255000.0,2.0,1514.0,4,3.66666666666667,1,12,1,-97.6927490234375,1,3.1,30.1666431427002,9147.0,28,2,78744,1.98,2020-12-23,12,2020,295925.357512953
894,89663718,399000.0,2.0,1841.0,3,8.33333333333333,1,16,1,-97.7944030761719,1,2.03333333333333,30.4918231964111,8145.0,64,2,78717,2.21,2020-09-14,9,2020,466063.629411765
895,111372213,319000.0,3.0,1825.0,3,3.66666666666667,2,11,2,-97.6251525878906,1,3.0,30.277530670166,6969.0,44,2,78724,1.98,2020-10-13,10,2020,305087.3
896,58300371,521000.0,4.0,3450.0,4,8.0,2,15,1,-97.8162155151367,1,1.23333333333333,30.4356956481934,7448.0,28,2,78726,1.98,2018-06-27,6,2018,483669.983333333
897,29363331,824900.0,4.0,3804.0,6,7.0,2,17,1,-97.800666809082,1,3.33333333333333,30.391658782959,33105.6,32,2,78750,1.98,2019-12-09,12,2019,590180.831932773
898,80075423,596900.0,5.0,5622.0,4,8.0,1,15,0,-97.9995880126953,0,0.2,30.1752529144287,12632.4,45,4,78737,2.01,2020-09-24,9,2020,581908.0
899,29344726,1140000.0,4.0,3419.0,4,9.0,2,15,0,-97.8013610839844,0,2.1,30.3376960754394,9370.0,38,5,78746,1.98,2018-10-13,10,2018,1428643.18644068
900,64488353,199000.0,2.0,1515.0,3,3.33333333333333,1,14,1,-97.6206665039062,1,0.566666666666667,30.1687068939209,6577.0,16,2,78617,1.98,2018-04-11,4,2018,193990.482758621
901,251036578,409900.0,2.0,2150.0,3,3.66666666666667,1,12,1,-97.7218856811523,1,3.6,30.1498756408691,6263.0,2,2,78744,1.98,2019-10-03,10,2019,258333.417647059
902,83124823,675000.0,4.0,4336.0,5,8.33333333333333,2,17,1,-97.9076690673828,1,2.83333333333333,30.339994430542,14810.4,29,6,78732,1.98,2018-10-15,10,2018,701210.957219251
903,88016214,214900.0,2.0,1626.0,3,8.33333333333333,1,16,1,-97.7885437011719,1,1.63333333333333,30.5005855560303,5009.0,43,6,78717,2.21,2020-03-31,3,2020,466063.629411765
904,70345852,207000.0,2.0,1203.0,3,3.33333333333333,1,14,1,-97.6284790039062,1,0.666666666666667,30.1711196899414,4399.0,3,4,78617,1.98,2019-06-18,6,2019,200321.181818182
905,29351824,875000.0,3.0,3481.0,4,7.0,2,16,1,-97.7899856567383,1,3.33333333333333,30.3569087982178,11325.6,33,4,78731,1.98,2020-06-08,6,2020,935859.901840491
906,29342225,1488000.0,6.0,4621.0,5,9.0,2,15,0,-97.8033218383789,0,2.05,30.3255977630615,32234.4,30,3,78746,1.98,2018-04-02,4,2018,1428643.18644068
907,64698200,220000.0,2.0,1101.0,3,3.66666666666667,1,11,2,-97.6440353393555,1,3.06666666666667,30.2901611328125,5706.0,21,2,78724,1.98,2020-11-02,11,2020,305087.3
908,83817227,433500.0,4.0,3118.0,4,8.33333333333333,2,17,1,-97.912971496582,1,2.56666666666667,30.3491039276123,8712.0,29,9,78732,1.98,2019-06-03,6,2019,660198.8
909,29554214,400000.0,3.0,2510.0,5,6.0,1,14,1,-97.8061904907227,1,0.6,30.4641170501709,10585.0,87,1,78750,2.21,2020-12-08,12,2020,602914.523809524
910,70342345,210000.0,2.0,1350.0,3,3.0,1,14,1,-97.6498794555664,1,1.8,30.1539478302002,5837.0,22,2,78617,1.98,2019-02-12,2,2019,200321.181818182
911,29334589,1125000.0,4.0,3882.0,4,5.66666666666667,2,16,1,-97.8741989135742,1,5.6,30.2949676513672,10454.0,62,9,78735,1.98,2021-01-15,1,2021,
912,58301197,185300.0,4.0,2160.0,6,3.33333333333333,1,14,1,-97.6283416748047,1,2.63333333333333,30.293176651001,8760.0,30,4,78724,1.98,2018-05-01,5,2018,254167.573529412
913,145657207,209900.0,3.0,1653.0,3,3.0,2,13,1,-97.5771713256836,1,2.03333333333333,30.24049949646,5793.0,27,1,78725,1.98,2018-07-21,7,2018,200953.288461538
914,111965420,412990.0,3.0,2855.0,4,6.5,1,16,0,-97.9853973388672,1,7.5,30.1700973510742,21780.0,39,5,78737,2.01,2018-02-21,2,2018,531129.136690647
915,89459969,1349000.0,6.0,4266.0,5,7.0,2,16,1,-97.8274536132812,1,5.23333333333333,30.3332786560059,22215.6,27,3,78730,1.98,2019-05-17,5,2019,1003678.4691358
916,80101727,799900.0,6.0,4299.0,5,8.33333333333333,2,17,1,-97.919563293457,1,3.1,30.3398818969727,17859.6,80,6,78732,1.98,2020-05-01,5,2020,750005.143518519
917,29363323,375000.0,4.0,3423.0,5,7.0,2,17,1,-97.8018264770508,1,3.43333333333333,30.3926677703857,9583.0,1,16,78750,1.98,2019-08-23,8,2019,590180.831932773
918,89657213,329000.0,2.0,1914.0,4,8.33333333333333,1,16,1,-97.7932815551758,1,2.03333333333333,30.4920463562012,12196.8,30,7,78717,2.21,2019-08-12,8,2019,424404.968944099
919,145656704,196900.0,2.0,1225.0,3,3.0,1,13,1,-97.5787353515625,1,1.93333333333333,30.2422466278076,5749.0,10,1,78725,1.98,2019-05-06,5,2019,215552.103448276
920,29336820,725000.0,4.0,3490.0,4,9.33333333333333,2,14,0,-97.8950271606445,0,2.3,30.3015098571777,11325.6,15,4,78733,1.98,2019-05-09,5,2019,1126888.20481928
921,70345844,198000.0,2.0,1448.0,4,3.33333333333333,1,14,1,-97.629638671875,1,0.7,30.1714878082275,4268.0,24,2,78617,1.98,2019-07-21,7,2019,200321.181818182
922,28591920,975000.0,3.0,3258.0,4,6.0,2,16,0,-97.9717864990234,1,6.3,30.145902633667,87120.0,40,8,78737,2.01,2018-12-21,12,2018,531129.136690647
923,29342221,1995000.0,5.0,5710.0,5,9.0,2,15,0,-97.8046112060547,0,2.0,30.3235416412354,73616.4,39,6,78746,1.98,2020-03-20,3,2020,1671943.75
924,64482227,875000.0,4.0,4273.0,5,8.33333333333333,2,17,1,-97.9113998413086,1,2.76666666666667,30.3801746368408,41382.0,10,3,78732,1.98,2020-03-03,3,2020,750005.143518519
925,29375867,1125000.0,3.0,4986.0,5,8.66666666666667,2,16,1,-97.7931671142578,0,0.933333333333334,30.4399166107178,15681.6,47,16,78750,1.98,2020-03-27,3,2020,602914.523809524
926,58298822,625000.0,2.0,2488.0,3,7.0,2,17,1,-97.7878341674805,1,2.3,30.3749504089356,7013.0,41,1,78750,1.98,2020-07-17,7,2020,602914.523809524
927,2090138075,309285.0,2.0,1737.0,3,3.66666666666667,1,12,1,-97.7155151367188,1,3.2,30.1581211090088,7274.0,2,3,78744,1.98,2018-09-24,9,2018,235868.018691589
928,70342344,210000.0,2.0,1295.0,3,3.0,1,14,1,-97.6500091552734,1,1.8,30.1540088653564,5837.0,33,1,78617,1.98,2019-03-01,3,2019,200321.181818182
929,125746319,758822.0,3.0,2779.0,3,8.0,2,14,0,-97.8664932250977,0,4.46666666666667,30.3477077484131,11325.6,28,1,78733,1.98,2019-05-13,5,2019,1126888.20481928
930,83829692,265000.0,2.0,1704.0,3,3.66666666666667,1,11,2,-97.6287994384766,1,2.76666666666667,30.2830848693848,5793.0,24,2,78724,1.98,2020-07-27,7,2020,305087.3
931,242020199,202000.0,3.0,1310.0,3,3.0,2,13,1,-97.5758438110352,1,2.06666666666667,30.240140914917,6194.0,29,6,78725,1.98,2020-05-27,5,2020,259179.960784314
932,2088160918,619900.0,4.0,3820.0,4,7.0,2,16,1,-97.9999008178711,1,2.6,30.1685009002686,12632.4,40,4,78737,2.01,2020-09-08,9,2020,581908.0
933,29343473,788950.0,3.0,2435.0,4,9.0,2,15,0,-97.8015060424805,0,2.1,30.3314590454102,13503.6,40,4,78746,1.98,2018-10-20,10,2018,1428643.18644068
934,83826719,440000.0,3.0,2682.0,3,8.33333333333333,1,17,1,-97.9113616943359,1,2.56666666666667,30.3484344482422,7492.0,39,4,78732,1.98,2019-01-08,1,2019,660198.8
935,29368367,650000.0,4.0,3119.0,5,9.0,2,16,1,-97.7901763916016,1,1.26666666666667,30.4189167022705,12196.8,40,1,78759,1.98,2018-08-24,8,2018,495563.892655367
936,119811212,345000.0,3.0,2220.0,3,8.33333333333333,2,16,1,-97.7985305786133,1,2.23333333333333,30.4899883270264,5662.0,1,2,78717,2.21,2018-04-24,4,2018,407792.52173913
937,29355996,719900.0,4.0,4032.0,4,7.0,2,16,1,-97.8177795410156,1,5.5,30.3782043457031,72745.2,40,5,78730,1.98,2018-04-20,4,2018,937407.232876712
938,80098843,199900.0,2.0,1330.0,3,3.33333333333333,1,14,1,-97.6305236816406,1,0.833333333333333,30.1694793701172,4356.0,1,3,78617,1.98,2019-08-23,8,2019,200321.181818182
939,83826317,700000.0,2.0,2162.0,4,9.33333333333333,1,14,0,-97.9040374755859,0,3.0,30.3127536773682,10497.0,34,4,78733,1.98,2020-06-30,6,2020,1070022.27272727
940,125234417,594900.0,4.0,3509.0,4,8.0,2,15,0,-97.9416351318359,0,3.9,30.1591053009033,14810.4,52,1,78737,2.01,2020-03-10,3,2020,581908.0
941,29375866,650000.0,4.0,3150.0,5,8.66666666666667,2,16,1,-97.7929840087891,0,0.933333333333334,30.4401779174805,16117.2,33,2,78750,1.98,2019-02-06,2,2019,590180.831932773
942,83821706,525000.0,4.0,2946.0,4,8.33333333333333,2,17,1,-97.9077529907227,1,2.7,30.3434867858887,8973.0,4,3,78732,1.98,2018-12-06,12,2018,701210.957219251
943,145655493,287800.0,2.0,1739.0,4,3.66666666666667,1,12,1,-97.6979293823242,1,2.9,30.1773910522461,5662.0,1,2,78744,1.98,2019-05-17,5,2019,258333.417647059
944,70348211,915000.0,4.0,3141.0,5,7.0,1,16,1,-97.8170928955078,1,4.7,30.3440971374512,19166.4,29,3,78730,1.98,2020-05-27,5,2020,1109442.6741573
945,70341841,221999.0,3.0,2688.0,3,3.33333333333333,2,14,1,-97.6166534423828,1,0.5,30.1704826354981,6795.0,32,1,78617,1.98,2018-05-01,5,2018,193990.482758621
946,29351820,819500.0,3.0,2902.0,3,7.0,1,16,1,-97.7891082763672,1,3.3,30.3567447662354,11325.6,51,2,78731,1.98,2020-06-16,6,2020,935859.901840491
947,119621415,925000.0,5.0,4157.0,5,9.0,2,18,1,-97.9078826904297,1,2.63333333333333,30.1733493804932,9748.0,36,4,78739,1.98,2020-09-24,9,2020,577840.075
948,29343816,439850.0,2.0,2000.0,4,8.0,1,14,0,-97.8717956542969,0,3.7,30.3302745819092,17424.0,1,1,78733,1.98,2018-01-26,1,2018,981210.142857143
949,64857865,599900.0,4.0,4006.0,5,8.0,2,15,1,-97.8244476318359,1,1.33333333333333,30.4347534179688,9496.0,40,3,78726,1.98,2018-06-09,6,2018,483669.983333333
950,70352206,1350000.0,5.0,4532.0,4,8.33333333333333,2,17,1,-97.922233581543,1,3.13333333333333,30.3413143157959,38332.8,78,4,78732,1.98,2020-06-25,6,2020,750005.143518519
951,70345835,160000.0,1.0,1091.0,3,3.33333333333333,1,14,1,-97.6286926269531,1,0.666666666666667,30.1717414855957,4965.0,16,2,78617,1.98,2018-06-06,6,2018,193990.482758621
952,29336816,750000.0,3.5,3498.0,5,9.33333333333333,1,14,0,-97.894287109375,0,2.26666666666667,30.3021240234375,11325.6,1,1,78733,1.98,2018-10-25,10,2018,981210.142857143
953,89550915,712500.0,4.0,3692.0,5,8.0,2,18,1,-97.9180297851562,1,2.4,30.177490234375,10193.0,36,4,78739,1.98,2019-11-21,11,2019,531059.449339207
954,80104819,639500.0,3.0,1823.0,2,7.0,2,17,1,-97.8064727783203,1,3.46666666666667,30.3817195892334,9931.0,40,3,78730,1.98,2019-08-13,8,2019,1003678.4691358
955,29374365,590000.0,3.0,2534.0,4,8.66666666666667,2,16,1,-97.7999954223633,0,1.06666666666667,30.4336280822754,12632.4,63,2,78750,1.98,2020-08-14,8,2020,602914.523809524
956,249913071,400000.0,2.0,2116.0,3,3.66666666666667,1,12,1,-97.714973449707,1,3.2,30.1582851409912,6656.0,35,2,78744,1.98,2020-07-17,7,2020,295925.357512953
957,70352478,825000.0,4.0,4749.0,4,8.33333333333333,2,17,1,-97.9120483398438,1,2.5,30.3520812988281,21344.4,40,4,78732,1.98,2018-06-23,6,2018,701210.957219251
958,29470334,219900.0,2.0,1672.0,4,3.0,1,14,1,-97.6474533081055,1,1.53333333333333,30.156421661377,6795.0,30,2,78617,1.98,2020-04-30,4,2020,198750.391304348
959,29336815,874500.0,4.0,3420.0,5,9.33333333333333,2,14,0,-97.8940353393555,0,2.23333333333333,30.3022079467773,12632.4,36,1,78733,1.98,2019-12-31,12,2019,1126888.20481928
960,243338197,360000.0,3.0,1977.0,3,6.0,2,14,1,-97.7875213623047,1,2.83333333333333,30.4785881042481,3049.0,55,3,78717,2.21,2020-09-28,9,2020,466063.629411765
961,60135188,204000.0,2.0,1371.0,3,3.0,1,13,1,-97.588623046875,1,1.63333333333333,30.2395534515381,5314.0,25,1,78725,1.98,2019-08-29,8,2019,215552.103448276
962,29370363,445000.0,5.0,4060.0,5,9.0,2,16,1,-97.7867050170898,1,1.1,30.422908782959,10018.0,40,7,78750,1.98,2019-04-18,4,2019,590180.831932773
963,124904977,139990.0,0.0,2326.0,3,8.33333333333333,2,17,1,-97.9269104003906,1,3.83333333333333,30.3298473358154,17859.6,3,1,78732,1.98,2018-04-07,4,2018,701210.957219251
964,29470332,170000.0,2.0,1178.0,3,3.0,1,14,1,-97.6474914550781,1,1.6,30.156099319458,6098.0,23,1,78617,1.98,2018-12-18,12,2018,193990.482758621
965,83830318,1499900.0,5.0,4282.0,4,7.0,2,16,1,-97.845329284668,1,1.0,30.3843879699707,41817.6,131,3,78730,1.98,2020-09-14,9,2020,1109442.6741573
966,29342206,879000.0,4.0,2885.0,4,9.0,2,15,0,-97.8072052001953,0,2.0,30.3266201019287,22215.6,32,1,78746,1.98,2018-12-20,12,2018,1428643.18644068
967,29343813,489000.0,3.0,2131.0,3,8.0,2,14,0,-97.8709564208984,0,3.7,30.3298606872559,17859.6,1,1,78733,1.98,2019-03-14,3,2019,1126888.20481928
968,80081913,365000.0,3.0,2739.0,4,7.0,2,16,1,-97.9967269897461,1,2.56666666666667,30.1717414855957,12196.8,26,17,78737,2.01,2019-11-15,11,2019,506211.286363636
969,83828998,219997.0,2.0,1318.0,3,3.66666666666667,1,11,2,-97.6281204223633,1,2.9,30.2789897918701,7056.0,23,4,78724,1.98,2019-02-22,2,2019,271934.333333333
970,89656195,319900.0,3.0,2323.0,4,8.33333333333333,2,16,1,-97.7922897338867,1,2.0,30.4925003051758,6577.0,16,2,78717,2.21,2019-07-01,7,2019,424404.968944099
971,2102202682,187000.0,2.0,1110.0,3,3.0,1,13,1,-97.5725021362305,1,2.26666666666667,30.2393856048584,6098.0,21,3,78725,1.98,2018-05-03,5,2018,200953.288461538
972,70345827,184945.0,2.0,1458.0,4,3.33333333333333,1,14,1,-97.6275482177734,1,0.6,30.1711921691894,5967.0,26,1,78617,1.98,2018-11-30,11,2018,193990.482758621
973,29550362,635000.0,3.0,2400.0,4,8.66666666666667,1,16,1,-97.7911376953125,0,0.933333333333333,30.4454479217529,25700.4,31,5,78750,2.21,2019-11-14,11,2019,590180.831932773
974,83124812,895000.0,4.0,4407.0,5,8.33333333333333,2,17,1,-97.9068222045898,1,2.86666666666667,30.3394832611084,12196.8,1,5,78732,1.98,2019-08-30,8,2019,660198.8
975,29342202,630000.0,3.0,2966.0,5,9.0,2,15,0,-97.8058929443359,0,2.0,30.3262767791748,14374.8,29,2,78746,1.98,2020-09-17,9,2020,1671943.75
976,119629407,342000.0,2.0,1753.0,3,8.0,1,15,0,-97.9850769042969,0,1.2,30.1672401428223,435.0,28,1,78737,2.01,2018-08-15,8,2018,531129.136690647
977,70352477,800000.0,5.0,3385.0,4,8.33333333333333,2,17,1,-97.9121398925781,1,2.5,30.3522701263428,20473.2,64,2,78732,1.98,2020-10-15,10,2020,750005.143518519
978,29344698,850000.0,3.0,2945.0,4,9.0,2,15,0,-97.8036804199219,0,2.05,30.3340110778809,21780.0,24,1,78746,1.98,2019-07-25,7,2019,1197513.57142857
979,29334477,1295000.0,5.0,4434.0,4,5.66666666666667,2,16,1,-97.8568725585938,1,4.86666666666667,30.2961864471436,14810.4,99,3,78735,1.98,2020-12-11,12,2020,1009542.2688172
980,29351312,850000.0,3.0,3134.0,4,7.0,2,16,1,-97.7880783081055,1,3.13333333333333,30.353816986084,14374.8,27,3,78731,1.98,2018-12-07,12,2018,811224.095238095
981,80097164,250000.0,3.0,2280.0,4,3.66666666666667,2,11,2,-97.6309585571289,1,3.1,30.2744102478027,6534.0,1,3,78724,1.98,2018-08-20,8,2018,254167.573529412
982,70352696,574000.0,4.0,2972.0,4,8.66666666666667,2,17,1,-97.9085922241211,1,2.26666666666667,30.3600234985352,9931.0,26,1,78732,1.98,2020-07-01,7,2020,750005.143518519
983,303836956,560000.0,3.0,3300.0,4,8.0,1,15,0,-97.998420715332,0,0.9,30.1641216278076,13068.0,40,1,78737,2.01,2020-04-21,4,2020,581908.0
984,29588860,385000.0,2.5,2111.0,4,6.0,1,14,1,-97.7949066162109,1,0.7,30.4499626159668,21780.0,17,1,78750,2.21,2019-09-04,9,2019,590180.831932773
985,58297811,997500.0,6.0,4334.0,5,9.33333333333333,2,14,0,-97.8965606689453,0,2.53333333333333,30.3136253356934,14810.4,46,5,78733,1.98,2019-06-07,6,2019,1126888.20481928
986,63834696,1949000.0,5.0,5458.0,5,9.0,2,15,0,-97.8071823120117,0,2.5,30.3473873138428,27442.8,67,2,78746,1.98,2019-03-01,3,2019,1197513.57142857
987,58298811,439900.0,3.0,2422.0,3,7.0,2,17,1,-97.7916488647461,1,2.5,30.3722743988037,3571.0,24,3,78750,1.98,2018-11-10,11,2018,546095.760416667
988,120088690,395000.0,3.0,2528.0,4,8.33333333333333,2,16,1,-97.7995986938477,1,2.26666666666667,30.4897499084473,10105.0,39,1,78717,2.21,2019-08-01,8,2019,424404.968944099
989,64650811,200000.0,3.0,1586.0,3,3.0,2,14,1,-97.6512451171875,1,1.83333333333333,30.1546001434326,6446.0,26,1,78617,1.98,2019-11-12,11,2019,200321.181818182
990,122188902,459900.0,3.5,3208.0,4,8.0,1,15,0,-97.9991455078125,0,1.1,30.1608219146729,10585.0,37,4,78737,2.01,2018-02-17,2,2018,531129.136690647
991,60138180,178000.0,3.0,1655.0,3,3.0,2,13,1,-97.5889205932617,1,1.6,30.2384452819824,5270.0,16,1,78725,1.98,2018-05-29,5,2018,200953.288461538
992,29375859,449000.0,3.0,3020.0,3,8.66666666666667,2,16,1,-97.7954177856445,0,0.866666666666667,30.4418125152588,13503.6,71,6,78750,1.98,2019-09-30,9,2019,590180.831932773
993,29336811,679000.0,3.0,2625.0,4,9.33333333333333,2,14,0,-97.8939056396484,0,2.23333333333333,30.3015918731689,11761.2,25,1,78733,1.98,2020-05-08,5,2020,1070022.27272727
994,29342191,975000.0,4.0,3225.0,4,9.0,2,15,0,-97.8087158203125,0,2.0,30.3254222869873,19166.4,21,1,78746,1.98,2019-06-18,6,2019,1197513.57142857
995,29470310,175000.0,2.0,1201.0,3,3.0,1,14,1,-97.6479187011719,1,1.53333333333333,30.1579074859619,7361.0,12,7,78617,1.98,2019-02-07,2,2019,200321.181818182
996,80101310,1890000.0,4.0,3899.0,3,7.0,1,16,1,-97.8379974365234,1,2.23333333333333,30.3601856231689,218235.6,78,1,78730,1.98,2020-07-24,7,2020,1109442.6741573
997,83829191,525000.0,4.0,2934.0,4,8.33333333333333,2,17,1,-97.9089431762695,1,2.66666666666667,30.3437309265137,7797.0,107,5,78732,1.98,2020-11-08,11,2020,750005.143518519
998,241933065,345000.0,3.0,2035.0,3,3.66666666666667,2,12,1,-97.7244033813477,1,3.06666666666667,30.1647262573242,6316.0,64,2,78744,1.98,2020-05-27,5,2020,295925.357512953
999,2083627357,505780.0,3.0,2258.0,4,7.0,2,16,1,-97.8430633544922,1,1.26666666666667,30.409574508667,5662.0,64,2,78726,1.98,2020-09-01,9,2020,536907.263888889
1000,83124810,1045000.0,6.0,4326.0,5,8.33333333333333,2,17,1,-97.9073638916016,1,2.86666666666667,30.3394660949707,16988.4,1,1,78732,1.98,2019-04-17,4,2019,660198.8
1001,96635187,349900.0,2.0,2382.0,4,6.0,1,14,1,-97.7874603271484,1,2.4,30.4630584716797,5706.0,31,5,78729,2.21,2019-06-24,6,2019,334509.379310345
1002,29344687,998500.0,4.0,3000.0,4,9.0,2,15,0,-97.8053131103516,0,2.0,30.3341732025146,15681.6,1,1,78746,1.98,2018-12-20,12,2018,1428643.18644068
1003,62576806,194900.0,2.0,1326.0,3,3.0,1,14,1,-97.6504592895508,1,1.73333333333333,30.1568603515625,8698.0,27,1,78617,1.98,2019-09-27,9,2019,200321.181818182
1004,60135174,210010.0,2.0,1371.0,3,3.0,1,13,1,-97.5887451171875,1,1.56666666666667,30.2399291992188,5314.0,17,1,78725,1.98,2020-07-22,7,2020,259179.960784314
1005,29363309,769900.0,4.0,3456.0,4,7.0,2,17,1,-97.8015213012695,1,3.33333333333333,30.3901596069336,11761.2,40,3,78750,1.98,2019-09-20,9,2019,590180.831932773
1006,83824187,3900000.0,7.0,6990.0,6,8.33333333333333,2,17,1,-97.9323425292969,1,3.83333333333333,30.3363494873047,125017.2,32,5,78732,1.98,2020-06-22,6,2020,750005.143518519
1007,111719175,350000.0,2.0,1864.0,3,8.33333333333333,1,16,1,-97.7979049682617,1,2.0,30.4935684204102,7797.0,48,1,78717,2.21,2019-09-25,9,2019,424404.968944099
1008,83124842,710000.0,5.0,3997.0,5,8.33333333333333,2,17,1,-97.9076766967773,1,2.63333333333333,30.3446292877197,9680.0,91,3,78732,1.98,2020-11-30,11,2020,750005.143518519
1009,29375856,549900.0,2.0,2400.0,3,8.66666666666667,1,16,1,-97.7944869995117,0,0.9,30.4416828155518,14374.8,32,1,78750,1.98,2019-07-05,7,2019,590180.831932773
1010,63351795,183500.0,2.0,1385.0,3,3.33333333333333,1,14,1,-97.622314453125,1,0.566666666666667,30.168140411377,6011.0,34,1,78617,1.98,2019-09-24,9,2019,200321.181818182
1011,122577183,1250000.0,4.0,5016.0,5,7.0,2,16,1,-97.8295822143555,1,5.43333333333333,30.336633682251,16988.4,77,3,78730,1.98,2020-11-12,11,2020,1109442.6741573
1012,2089988805,1169000.0,4.0,5411.0,5,7.0,2,16,1,-97.8432769775391,1,2.0,30.3649139404297,43560.0,36,3,78730,1.98,2019-01-16,1,2019,1003678.4691358
1013,111719174,400000.0,3.0,2342.0,4,8.33333333333333,2,16,1,-97.7975769042969,1,2.0,30.4936828613281,7535.0,30,3,78717,2.21,2020-06-01,6,2020,466063.629411765
1014,29370356,625000.0,4.0,3335.0,4,9.0,2,16,1,-97.7877502441406,1,1.1,30.4235229492188,9147.0,33,5,78750,1.98,2019-09-20,9,2019,590180.831932773
1015,58297810,674900.0,4.0,4552.0,4,9.33333333333333,2,14,0,-97.8971481323242,0,2.63333333333333,30.3137969970703,12632.4,40,15,78733,1.98,2018-06-15,6,2018,981210.142857143
1016,83821658,169800.0,3.0,2088.0,4,3.66666666666667,2,11,2,-97.6289291381836,1,2.86666666666667,30.2800827026367,6838.0,28,3,78724,1.98,2020-02-05,2,2020,305087.3
1017,29363305,575000.0,3.0,2428.0,3,7.0,2,17,1,-97.8005142211914,1,3.33333333333333,30.3901252746582,22651.2,35,3,78750,1.98,2018-12-12,12,2018,546095.760416667
1018,241933063,385000.0,3.0,2571.0,4,3.66666666666667,2,12,1,-97.7240524291992,1,3.0,30.1652145385742,6708.0,26,3,78744,1.98,2020-03-13,3,2020,295925.357512953
1019,121724673,624900.0,4.0,3081.0,4,7.66666666666667,1,14,1,-97.7910461425781,1,3.26666666666667,30.4900932312012,10890.0,35,2,78717,2.21,2020-02-26,2,2020,466063.629411765
1020,89549186,499000.0,3.0,2764.0,5,8.33333333333333,2,17,1,-97.9131164550781,1,2.6,30.3474884033203,7056.0,73,5,78732,1.98,2020-08-14,8,2020,750005.143518519
1021,29342183,750000.0,4.0,2814.0,4,9.0,2,15,0,-97.8079605102539,0,2.0,30.3269557952881,12196.8,1,1,78746,1.98,2020-06-08,6,2020,1671943.75
1022,29346810,322500.0,0.0,1586.0,0,8.0,1,14,0,-97.8632583618164,0,4.2,30.342887878418,16552.8,31,2,78733,1.98,2020-01-24,1,2020,1070022.27272727
1023,83823656,235000.0,2.0,1532.0,3,3.66666666666667,1,11,2,-97.628303527832,1,2.83333333333333,30.2809829711914,5967.0,20,2,78724,1.98,2019-03-06,3,2019,271934.333333333
1024,29372855,550000.0,3.0,2500.0,3,8.66666666666667,1,16,1,-97.810676574707,0,1.43333333333333,30.4318370819092,12196.8,40,3,78750,1.98,2018-11-07,11,2018,546095.760416667
1025,29363376,475000.0,3.5,3484.0,4,7.0,2,17,1,-97.8027267456055,1,3.4,30.3892955780029,10149.0,1,1,78750,1.98,2020-04-16,4,2020,602914.523809524
1026,60138171,249000.0,3.0,2277.0,4,3.0,2,13,1,-97.5864791870117,1,1.63333333333333,30.2402877807617,10497.0,2,1,78725,1.98,2020-05-12,5,2020,259179.960784314
1027,29343809,829000.0,4.0,3226.0,4,8.0,1,14,0,-97.8720169067383,0,3.76666666666667,30.3313694000244,56628.0,1,2,78733,1.98,2019-10-18,10,2019,1126888.20481928
1028,125232898,615000.0,5.0,3545.0,4,6.0,1,16,0,-97.9814758300781,1,4.65,30.1794586181641,18730.8,1,1,78737,2.01,2019-05-15,5,2019,506211.286363636
1029,89546185,374000.0,2.0,2258.0,3,8.33333333333333,1,17,1,-97.9138412475586,1,2.6,30.3468856811523,7056.0,32,5,78732,1.98,2018-05-24,5,2018,701210.957219251
1030,111373149,259000.0,3.0,1847.0,3,3.66666666666667,2,11,2,-97.6258239746094,1,3.0,30.2773246765137,4791.0,28,2,78724,1.98,2019-10-21,10,2019,271934.333333333
1031,58298795,550000.0,3.0,2387.0,3,7.0,2,17,1,-97.7924499511719,1,2.5,30.3729934692383,7318.0,12,1,78750,1.98,2019-05-01,5,2019,590180.831932773
1032,29368353,1150000.0,5.0,3951.0,5,9.0,2,16,1,-97.7906341552734,1,1.33333333333333,30.4173641204834,16552.8,84,2,78759,1.98,2020-10-16,10,2020,544940.038461538
1033,96587820,450000.0,3.0,2964.0,4,8.0,1,15,0,-97.9984283447266,0,1.0,30.1622161865234,14374.8,31,7,78737,2.01,2020-12-21,12,2020,581908.0
1034,29344674,839000.0,5.0,3448.0,5,9.0,2,15,0,-97.8007278442383,0,2.15,30.336935043335,8712.0,1,4,78746,1.98,2018-02-26,2,2018,1428643.18644068
1035,29336809,750000.0,4.0,2688.0,4,9.33333333333333,2,14,0,-97.8943252563477,0,2.23333333333333,30.3012943267822,13068.0,20,1,78733,1.98,2019-07-01,7,2019,1126888.20481928
1036,96642672,399000.0,4.0,2687.0,3,6.0,1,14,1,-97.787841796875,1,2.4,30.4633903503418,5662.0,25,1,78729,2.21,2018-05-02,5,2018,307014.368932039
1037,29351295,399900.0,3.0,2451.0,4,7.0,2,16,1,-97.7892227172852,1,3.2,30.3537998199463,16117.2,39,6,78731,1.98,2019-10-31,10,2019,919896.32967033
