,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
2511,29370152,529000.0,2.0,1968.0,3,9.0,1,16,1,-97.7825927734375,1,78759,1.98,2018-08-17,8,2018,495563.892655367
2512,29369146,399000.0,2.0,1855.0,4,8.33333333333333,1,16,1,-97.7524032592773,1,78759,1.98,2018-05-30,5,2018,495563.892655367
2513,29454443,284900.0,3.0,2045.0,4,5.66666666666667,2,14,1,-97.6800384521484,1,78728,1.98,2018-11-30,11,2018,274423.507246377
2514,29366647,745000.0,4.0,3385.0,4,9.0,2,16,1,-97.7765426635742,1,78759,1.98,2018-07-11,7,2018,495563.892655367
2515,58305633,439900.0,3.0,1969.0,3,6.66666666666667,2,15,1,-97.7315063476562,1,78727,1.98,2018-09-05,9,2018,337529.933333333
2516,29454438,255000.0,2.0,1555.0,3,5.66666666666667,1,14,1,-97.6803741455078,1,78728,1.98,2018-07-14,7,2018,274423.507246377
2517,29444683,194500.0,2.0,1741.0,3,6.66666666666667,1,15,1,-97.7105407714844,1,78727,1.98,2018-11-16,11,2018,337529.933333333
2518,29446122,350000.0,2.0,1572.0,3,6.66666666666667,1,15,1,-97.7281036376953,1,78727,1.98,2018-12-08,12,2018,337529.933333333
2519,29444682,310000.0,2.0,1658.0,3,6.66666666666667,1,15,1,-97.710319519043,1,78727,1.98,2018-02-09,2,2018,337529.933333333
2520,29444680,349000.0,2.0,1518.0,3,6.66666666666667,1,15,1,-97.7098922729492,1,78727,1.98,2018-03-06,3,2018,337529.933333333
2521,29451438,250000.0,2.0,1415.0,3,5.33333333333333,1,14,1,-97.6765365600586,1,78728,1.98,2018-03-29,3,2018,274423.507246377
2522,29369643,219950.0,2.0,1462.0,3,8.33333333333333,1,16,1,-97.7638244628906,1,78759,1.98,2018-09-21,9,2018,495563.892655367
2523,29446178,325000.0,2.0,1705.0,3,6.66666666666667,1,15,1,-97.7160339355469,1,78727,1.98,2018-01-23,1,2018,337529.933333333
2524,29367643,369900.0,2.0,1778.0,3,8.33333333333333,1,16,1,-97.7663955688477,1,78759,1.98,2018-02-23,2,2018,495563.892655367
2525,60137607,249500.0,3.0,1502.0,2,6.66666666666667,2,15,1,-97.7323913574219,1,78727,1.98,2018-04-05,4,2018,337529.933333333
2526,29367637,450000.0,3.0,2061.0,4,8.33333333333333,1,16,1,-97.7682495117188,1,78759,1.98,2018-10-17,10,2018,495563.892655367
2527,29444666,341000.0,2.0,1589.0,3,6.66666666666667,1,15,1,-97.7092361450195,1,78727,1.98,2018-11-14,11,2018,337529.933333333
2528,29444661,339950.0,2.0,1843.0,3,6.66666666666667,1,15,1,-97.7103652954102,1,78727,1.98,2018-07-19,7,2018,337529.933333333
2529,29453933,294950.0,3.0,2512.0,4,5.66666666666667,2,14,1,-97.6899337768555,1,78728,1.98,2018-06-12,6,2018,274423.507246377
2530,29446152,319900.0,2.0,1671.0,3,6.66666666666667,1,15,1,-97.7182235717773,1,78727,1.98,2018-12-29,12,2018,337529.933333333
2531,58305589,390000.0,2.0,1723.0,3,6.66666666666667,1,15,1,-97.7318267822266,1,78727,1.98,2018-09-27,9,2018,337529.933333333
2532,29451425,285000.0,3.0,1602.0,3,5.33333333333333,2,14,1,-97.6777191162109,1,78728,1.98,2018-07-26,7,2018,274423.507246377
2533,29370119,1025000.0,6.0,7137.0,6,9.0,2,16,1,-97.7802124023438,1,78759,1.98,2018-05-31,5,2018,495563.892655367
2534,29442645,385000.0,3.0,1758.0,3,6.66666666666667,2,15,1,-97.7223358154297,1,78727,1.98,2018-10-05,10,2018,337529.933333333
2535,114406617,675000.0,4.0,3422.0,5,7.0,2,17,1,-97.7563934326172,1,78759,1.98,2018-10-31,10,2018,495563.892655367
2536,29366117,610000.0,3.0,2773.0,4,7.0,2,17,1,-97.7602462768555,1,78759,1.98,2018-07-20,7,2018,495563.892655367
2537,29449918,198400.0,2.0,1980.0,4,2.66666666666667,1,14,1,-97.6729125976562,1,78728,1.98,2018-06-22,6,2018,274423.507246377
2538,29449416,270000.0,2.0,1378.0,3,5.33333333333333,1,14,1,-97.6798324584961,1,78728,1.98,2018-05-16,5,2018,274423.507246377
2539,29369613,550000.0,2.0,2325.0,3,8.33333333333333,2,16,1,-97.7673721313477,1,78759,1.98,2018-02-22,2,2018,495563.892655367
2540,29451415,299900.0,2.0,1646.0,3,5.33333333333333,1,14,1,-97.6764678955078,1,78728,1.98,2018-09-28,9,2018,274423.507246377
2541,29447915,199888.0,2.0,1133.0,3,2.66666666666667,1,14,1,-97.6834869384766,1,78728,1.98,2018-11-19,11,2018,274423.507246377
2542,29370110,550000.0,3.0,3071.0,4,9.0,2,16,1,-97.7832489013672,1,78759,1.98,2018-07-21,7,2018,495563.892655367
2543,29368109,629900.0,4.0,3279.0,4,9.0,2,16,1,-97.7773666381836,1,78759,1.98,2018-02-09,2,2018,495563.892655367
2544,29367607,389900.0,3.0,1748.0,3,7.0,1,17,1,-97.7621002197266,1,78759,1.98,2018-06-12,6,2018,495563.892655367
2545,29452899,400000.0,3.0,2687.0,3,5.66666666666667,2,14,1,-97.6808242797852,1,78728,1.98,2018-08-11,8,2018,274423.507246377
2546,29444118,329900.0,3.0,1644.0,3,6.66666666666667,2,15,1,-97.7230834960938,1,78727,1.98,2018-12-04,12,2018,337529.933333333
2547,29449897,299900.0,2.0,1980.0,4,2.66666666666667,1,14,1,-97.6708755493164,1,78728,1.98,2018-09-21,9,2018,274423.507246377
2548,29442041,480000.0,2.0,1967.0,4,6.66666666666667,1,15,1,-97.7362442016602,1,78727,1.98,2018-09-28,9,2018,337529.933333333
2549,29372101,364900.0,3.0,1802.0,4,9.0,2,16,1,-97.7799911499023,1,78759,1.98,2018-11-20,11,2018,495563.892655367
2550,29444038,365000.0,2.0,1506.0,3,6.66666666666667,1,15,1,-97.7257690429688,1,78727,1.98,2018-08-15,8,2018,337529.933333333
2551,58307107,325000.0,2.0,1714.0,3,6.66666666666667,1,15,1,-97.7101287841797,1,78727,1.98,2018-08-24,8,2018,337529.933333333
2552,29444105,259900.0,2.0,1625.0,3,6.66666666666667,1,15,1,-97.7241363525391,1,78727,1.98,2018-02-05,2,2018,337529.933333333
2553,29451387,325000.0,2.0,2004.0,3,5.33333333333333,1,14,1,-97.6766738891602,1,78728,1.98,2018-12-07,12,2018,274423.507246377
2554,29440605,220000.0,2.0,1124.0,3,4.33333333333333,1,13,1,-97.6957778930664,1,78727,1.98,2018-01-31,1,2018,337529.933333333
2555,58306100,380000.0,2.0,1814.0,3,6.66666666666667,1,15,1,-97.7226104736328,1,78727,1.98,2018-04-12,4,2018,337529.933333333
2556,29369220,549900.0,2.0,2824.0,4,8.33333333333333,1,16,1,-97.7537384033203,1,78759,1.98,2018-05-20,5,2018,495563.892655367
2557,29452868,329000.0,3.0,2811.0,4,5.33333333333333,2,14,1,-97.6878890991211,1,78728,1.98,2018-07-13,7,2018,274423.507246377
2558,58306017,459900.0,3.0,1824.0,3,6.66666666666667,2,15,1,-97.724723815918,1,78727,1.98,2018-06-11,6,2018,337529.933333333
2559,29449365,185000.0,2.0,1052.0,2,5.33333333333333,1,14,1,-97.6871719360352,1,78728,1.98,2018-12-31,12,2018,274423.507246377
2560,58305503,455000.0,2.0,2343.0,4,6.66666666666667,1,15,1,-97.7327270507812,1,78727,1.98,2018-05-29,5,2018,337529.933333333
2561,29447850,284900.0,3.0,2516.0,4,2.66666666666667,2,14,1,-97.6781387329102,1,78728,1.98,2018-11-29,11,2018,274423.507246377
2562,29451346,279900.0,2.0,1485.0,3,5.33333333333333,1,14,1,-97.6772003173828,1,78728,1.98,2018-08-29,8,2018,274423.507246377
2563,29439501,374900.0,2.0,1823.0,3,6.66666666666667,2,15,1,-97.7321929931641,1,78759,1.98,2018-05-12,5,2018,495563.892655367
2564,29447833,284500.0,2.0,1815.0,3,2.66666666666667,1,14,1,-97.6776885986328,1,78728,1.98,2018-11-30,11,2018,274423.507246377
2565,29452821,299950.0,3.0,2208.0,4,5.33333333333333,2,14,1,-97.6879425048828,1,78728,1.98,2018-12-21,12,2018,274423.507246377
2566,29372091,389900.0,3.0,2116.0,4,9.0,1,16,1,-97.7776718139648,1,78759,1.98,2018-01-26,1,2018,495563.892655367
2567,29452807,234900.0,3.0,2771.0,4,5.33333333333333,2,14,1,-97.685920715332,1,78728,1.98,2018-06-06,6,2018,274423.507246377
2568,29449302,235000.0,2.0,1111.0,2,5.33333333333333,1,14,1,-97.6859893798828,1,78728,1.98,2018-02-23,2,2018,274423.507246377
2569,29366585,498500.0,3.0,2896.0,4,8.33333333333333,2,16,1,-97.7709732055664,1,78759,1.98,2018-04-14,4,2018,495563.892655367
2570,58306598,299900.0,2.0,1376.0,3,6.66666666666667,1,15,1,-97.7143020629883,1,78759,1.98,2018-06-21,6,2018,495563.892655367
2571,29451300,155900.0,2.0,1597.0,3,5.33333333333333,1,14,1,-97.6786575317383,1,78728,1.98,2018-05-10,5,2018,274423.507246377
2572,29444597,424888.0,2.0,1947.0,4,6.66666666666667,1,15,1,-97.707878112793,1,78727,1.98,2018-10-07,10,2018,337529.933333333
2573,29562078,222000.0,3.0,1672.0,3,8.33333333333333,2,16,1,-97.7720031738281,1,78759,2.21,2018-02-27,2,2018,495563.892655367
2574,29442597,203000.0,2.5,1848.0,4,6.66666666666667,2,15,1,-97.7212524414062,1,78727,1.98,2018-08-04,8,2018,337529.933333333
2575,29367577,619000.0,4.0,2996.0,4,7.0,2,17,1,-97.7557067871094,1,78759,1.98,2018-12-13,12,2018,495563.892655367
2576,58307090,387000.0,2.0,1531.0,3,6.66666666666667,1,15,1,-97.7155151367188,1,78759,1.98,2018-06-27,6,2018,495563.892655367
2577,29366576,598000.0,3.0,2412.0,4,8.33333333333333,2,16,1,-97.7698211669922,1,78759,1.98,2018-11-12,11,2018,495563.892655367
2578,29445086,375000.0,2.0,2110.0,4,4.33333333333333,1,13,1,-97.6944046020508,1,78727,1.98,2018-04-12,4,2018,337529.933333333
2579,58307081,389000.0,2.0,1816.0,3,6.66666666666667,1,15,1,-97.7217636108398,1,78727,1.98,2018-04-07,4,2018,337529.933333333
2580,29562073,195000.0,1.0,1000.0,2,8.33333333333333,1,16,1,-97.7722473144531,1,78759,2.21,2018-11-01,11,2018,495563.892655367
2581,58306576,419900.0,2.0,1720.0,3,6.66666666666667,1,15,1,-97.7150726318359,1,78759,1.98,2018-04-05,4,2018,495563.892655367
2582,29449798,250000.0,3.0,1395.0,3,2.66666666666667,2,14,1,-97.6760101318359,1,78728,1.98,2018-03-27,3,2018,274423.507246377
2583,70339570,379900.0,2.0,1659.0,3,6.66666666666667,1,15,1,-97.7065582275391,1,78727,1.98,2018-03-16,3,2018,337529.933333333
2584,29370069,390000.0,3.0,1678.0,3,8.33333333333333,2,16,1,-97.7771377563477,1,78759,1.98,2018-07-16,7,2018,495563.892655367
2585,58306570,329900.0,2.0,1964.0,3,6.66666666666667,1,15,1,-97.7108612060547,1,78759,1.98,2018-06-11,6,2018,495563.892655367
2586,29374067,600000.0,3.0,3215.0,4,8.66666666666667,2,16,1,-97.7846145629883,0,78750,1.98,2018-06-12,6,2018,546095.760416667
2587,58306564,339900.0,2.0,2100.0,4,6.66666666666667,2,15,1,-97.7112579345703,1,78759,1.98,2018-11-20,11,2018,495563.892655367
2588,29372067,369000.0,2.0,2039.0,4,9.0,2,16,1,-97.7801971435547,1,78759,1.98,2018-07-03,7,2018,495563.892655367
2589,29442562,335000.0,2.0,1679.0,3,6.66666666666667,1,15,1,-97.720947265625,1,78727,1.98,2018-08-27,8,2018,337529.933333333
2590,58306560,265000.0,2.0,1602.0,3,6.66666666666667,1,15,1,-97.7115707397461,1,78759,1.98,2018-08-14,8,2018,495563.892655367
2591,29365064,441500.0,3.0,2338.0,4,7.0,2,17,1,-97.7599411010742,1,78759,1.98,2018-03-08,3,2018,495563.892655367
2592,29442558,500000.0,3.0,2321.0,3,6.66666666666667,2,15,1,-97.7203369140625,1,78727,1.98,2018-10-12,10,2018,337529.933333333
2593,29444551,325000.0,2.5,2747.0,3,6.66666666666667,2,15,1,-97.7170867919922,1,78727,1.98,2018-02-08,2,2018,337529.933333333
2594,29440637,229900.0,2.0,1007.0,3,4.33333333333333,1,13,1,-97.6968841552734,1,78727,1.98,2018-05-15,5,2018,337529.933333333
2595,70339550,299000.0,3.0,2637.0,3,6.66666666666667,2,15,1,-97.7071533203125,1,78727,1.98,2018-04-19,4,2018,337529.933333333
2596,29451793,142000.0,2.0,1766.0,4,5.33333333333333,1,14,1,-97.6753845214844,1,78728,1.98,2018-04-10,4,2018,274423.507246377
2597,29368038,749900.0,4.0,3516.0,4,8.33333333333333,2,16,1,-97.7751922607422,1,78759,1.98,2018-08-03,8,2018,495563.892655367
2598,29445038,349000.0,2.0,1961.0,3,2.66666666666667,1,14,1,-97.6943817138672,1,78727,1.98,2018-07-11,7,2018,337529.933333333
2599,29442535,419000.0,3.0,1850.0,4,6.66666666666667,2,15,1,-97.7206878662109,1,78727,1.98,2018-06-28,6,2018,337529.933333333
2600,29444531,350000.0,2.0,1673.0,3,6.66666666666667,1,15,1,-97.7166290283203,1,78727,1.98,2018-08-18,8,2018,337529.933333333
2601,58306528,292000.0,2.0,1406.0,3,6.66666666666667,1,15,1,-97.7135238647461,1,78759,1.98,2018-02-27,2,2018,495563.892655367
2602,58306510,274000.0,2.0,1426.0,3,6.66666666666667,1,15,1,-97.7116012573242,1,78759,1.98,2018-05-16,5,2018,495563.892655367
2603,29451257,195000.0,2.0,2166.0,4,5.33333333333333,1,14,1,-97.6847915649414,1,78728,1.98,2018-05-22,5,2018,274423.507246377
2604,29444502,337000.0,2.0,1678.0,3,6.66666666666667,1,15,1,-97.7189712524414,1,78727,1.98,2018-02-22,2,2018,337529.933333333
2605,29451238,315000.0,2.0,2045.0,4,5.33333333333333,1,14,1,-97.6867828369141,1,78728,1.98,2018-10-26,10,2018,274423.507246377
2606,29451723,274900.0,3.0,1903.0,3,5.33333333333333,2,14,1,-97.6754302978516,1,78728,1.98,2018-07-14,7,2018,274423.507246377
2607,29449715,280000.0,2.0,1424.0,3,5.33333333333333,1,14,1,-97.6775970458984,1,78728,1.98,2018-10-12,10,2018,274423.507246377
2608,29454415,249900.0,3.0,1772.0,3,5.66666666666667,2,14,1,-97.6812286376953,1,78728,1.98,2018-05-19,5,2018,274423.507246377
2609,2089631697,271860.0,2.0,1474.0,3,2.66666666666667,1,14,1,-97.6713104248047,1,78728,1.98,2018-07-25,7,2018,274423.507246377
2610,29451195,275000.0,2.0,2045.0,3,5.33333333333333,1,14,1,-97.6870193481445,1,78728,1.98,2018-02-08,2,2018,274423.507246377
2611,29447685,270000.0,2.0,1803.0,3,2.66666666666667,1,14,1,-97.681526184082,1,78728,1.98,2018-04-14,4,2018,274423.507246377
2612,58308181,309990.0,3.0,2056.0,3,2.66666666666667,2,14,1,-97.6767501831055,1,78728,1.98,2018-03-01,3,2018,274423.507246377
2613,29451157,298000.0,3.0,2104.0,4,5.33333333333333,2,14,1,-97.6866683959961,1,78728,1.98,2018-05-23,5,2018,274423.507246377
2614,29447641,300000.0,3.0,2036.0,4,2.66666666666667,2,14,1,-97.6787185668945,1,78728,1.98,2018-09-14,9,2018,274423.507246377
2615,29447622,295000.0,2.0,1788.0,3,2.66666666666667,1,14,1,-97.6792678833008,1,78728,1.98,2018-06-13,6,2018,274423.507246377
2616,29449607,279900.0,2.0,1908.0,3,5.33333333333333,1,14,1,-97.6822509765625,1,78728,1.98,2018-08-10,8,2018,274423.507246377
2617,29447607,339900.0,3.0,2220.0,3,2.66666666666667,2,14,1,-97.6816329956055,1,78728,1.98,2018-11-13,11,2018,274423.507246377
2618,29451591,209900.0,2.5,2238.0,3,5.33333333333333,2,14,1,-97.6818008422852,1,78728,1.98,2018-05-31,5,2018,274423.507246377
2619,29447575,299900.0,2.0,1948.0,3,2.66666666666667,1,14,1,-97.6786193847656,1,78728,1.98,2018-10-12,10,2018,274423.507246377
2620,58309058,265000.0,2.0,1607.0,3,5.66666666666667,1,14,1,-97.6836471557617,1,78728,1.98,2018-12-08,12,2018,274423.507246377
2621,29454057,289000.0,2.5,2326.0,5,5.66666666666667,2,14,1,-97.6879653930664,1,78728,1.98,2018-03-15,3,2018,274423.507246377
2622,29454051,325000.0,3.0,2512.0,4,5.33333333333333,2,14,1,-97.6888809204102,1,78728,1.98,2018-02-16,2,2018,274423.507246377
2623,29451547,295000.0,2.0,1744.0,3,5.33333333333333,1,14,1,-97.6828765869141,1,78728,1.98,2018-07-04,7,2018,274423.507246377
2624,29451542,325000.0,2.0,1744.0,3,5.33333333333333,1,14,1,-97.6820831298828,1,78728,1.98,2018-12-08,12,2018,274423.507246377
2625,29449539,299500.0,2.0,1445.0,3,5.33333333333333,1,14,1,-97.6784286499023,1,78728,1.98,2018-05-25,5,2018,274423.507246377
2626,29449534,299900.0,2.0,1364.0,3,5.33333333333333,1,14,1,-97.6788330078125,1,78728,1.98,2018-05-17,5,2018,274423.507246377
2627,29451033,307000.0,3.0,1808.0,4,5.33333333333333,2,14,1,-97.6873474121094,1,78728,1.98,2018-06-19,6,2018,274423.507246377
2628,29449529,299000.0,2.0,1418.0,3,5.33333333333333,1,14,1,-97.6788558959961,1,78728,1.98,2018-05-18,5,2018,274423.507246377
2629,29447507,145000.0,2.0,1670.0,3,2.66666666666667,2,14,1,-97.6811599731445,1,78728,1.98,2018-06-28,6,2018,274423.507246377
2630,29366519,775000.0,4.0,3694.0,4,9.0,2,16,1,-97.7751235961914,1,78759,1.98,2018-03-01,3,2018,495563.892655367
2631,29368018,629000.0,3.0,2763.0,3,8.33333333333333,1,16,1,-97.7730560302734,1,78759,1.98,2018-08-31,8,2018,495563.892655367
2632,29370017,400000.0,2.0,1900.0,4,8.33333333333333,1,16,1,-97.7714004516602,1,78759,1.98,2018-01-24,1,2018,495563.892655367
2633,29368016,489000.0,3.0,2533.0,4,8.33333333333333,1,16,1,-97.7726593017578,1,78759,1.98,2018-12-14,12,2018,495563.892655367
2634,29368000,510000.0,2.0,2066.0,4,8.33333333333333,1,16,1,-97.7742614746094,1,78759,1.98,2018-06-07,6,2018,495563.892655367
2635,58307425,355000.0,2.0,2100.0,3,4.33333333333333,1,13,1,-97.680061340332,1,78727,1.98,2018-09-06,9,2018,337529.933333333
2636,29440925,275000.0,2.0,1433.0,3,4.33333333333333,1,13,1,-97.6910552978516,1,78727,1.98,2018-06-26,6,2018,337529.933333333
2637,58307413,369900.0,3.0,2520.0,3,4.33333333333333,2,13,1,-97.6803588867188,1,78727,1.98,2018-10-12,10,2018,337529.933333333
2638,58305408,355000.0,2.0,2272.0,3,4.33333333333333,1,13,1,-97.6851959228516,1,78727,1.98,2018-06-08,6,2018,337529.933333333
2639,58307403,340000.0,3.0,2480.0,3,4.33333333333333,2,13,1,-97.6789474487305,1,78727,1.98,2018-09-19,9,2018,337529.933333333
2640,29440897,114900.0,2.0,1384.0,3,4.33333333333333,2,13,1,-97.6909637451172,1,78727,1.98,2018-02-16,2,2018,337529.933333333
2641,29442886,139000.0,2.0,2197.0,3,6.66666666666667,1,15,1,-97.6935195922852,1,78727,1.98,2018-07-21,7,2018,337529.933333333
2642,29443374,289900.0,2.0,1318.0,3,4.33333333333333,2,13,1,-97.6876602172852,1,78727,1.98,2018-06-22,6,2018,337529.933333333
2643,29441364,340000.0,3.0,2200.0,4,4.33333333333333,2,13,1,-97.6793441772461,1,78727,1.98,2018-09-25,9,2018,337529.933333333
2644,58307449,424900.0,3.0,3471.0,4,4.33333333333333,2,13,1,-97.6835250854492,1,78727,1.98,2018-07-11,7,2018,337529.933333333
2645,29440847,134850.0,3.0,1808.0,4,4.33333333333333,1,13,1,-97.6915893554688,1,78727,1.98,2018-05-08,5,2018,337529.933333333
2646,29441335,375000.0,3.0,2998.0,4,4.33333333333333,2,13,1,-97.6823501586914,1,78727,1.98,2018-08-10,8,2018,337529.933333333
2647,29441333,399999.0,3.0,3010.0,4,4.33333333333333,2,13,1,-97.6824493408203,1,78727,1.98,2018-03-01,3,2018,337529.933333333
2648,29443309,299000.0,2.0,1670.0,4,4.33333333333333,1,13,1,-97.6859741210938,1,78727,1.98,2018-10-20,10,2018,337529.933333333
2649,29441294,360000.0,2.0,2636.0,4,4.33333333333333,1,13,1,-97.6822738647461,1,78727,1.98,2018-08-15,8,2018,337529.933333333
2650,29443282,240000.0,2.0,1212.0,3,4.33333333333333,1,13,1,-97.6875076293945,1,78727,1.98,2018-05-09,5,2018,337529.933333333
2651,29443271,149900.0,2.0,1258.0,3,4.33333333333333,1,13,1,-97.6864471435547,1,78727,1.98,2018-07-27,7,2018,337529.933333333
2652,29445270,343000.0,2.0,2173.0,3,2.66666666666667,1,14,1,-97.6889419555664,1,78727,1.98,2018-04-14,4,2018,337529.933333333
2653,29445252,285000.0,2.0,1682.0,4,4.33333333333333,1,13,1,-97.6889038085938,1,78727,1.98,2018-12-20,12,2018,337529.933333333
2654,29445483,339000.0,3.0,2409.0,4,4.33333333333333,2,13,1,-97.6826400756836,1,78727,1.98,2018-10-31,10,2018,337529.933333333
2655,29445230,239900.0,2.0,1128.0,3,4.33333333333333,1,13,1,-97.6907272338867,1,78727,1.98,2018-06-08,6,2018,337529.933333333
2656,29445229,250000.0,2.0,1123.0,3,4.33333333333333,1,13,1,-97.6905899047852,1,78727,1.98,2018-08-18,8,2018,337529.933333333
2657,29441226,335000.0,3.0,2425.0,3,4.33333333333333,2,13,1,-97.6841812133789,1,78727,1.98,2018-03-08,3,2018,337529.933333333
2658,29442722,268500.0,2.0,1739.0,3,4.33333333333333,2,13,1,-97.6933364868164,1,78727,1.98,2018-11-07,11,2018,337529.933333333
2659,29441200,269000.0,2.0,2095.0,4,4.33333333333333,1,13,1,-97.6828079223633,1,78727,1.98,2018-06-27,6,2018,337529.933333333
2660,29441198,345000.0,3.0,2425.0,4,4.33333333333333,2,13,1,-97.6831436157227,1,78727,1.98,2018-07-03,7,2018,337529.933333333
2661,29440171,355000.0,2.0,2553.0,4,4.33333333333333,1,13,1,-97.6818084716797,1,78727,1.98,2018-05-08,5,2018,337529.933333333
2662,29443134,265000.0,2.0,1334.0,3,4.33333333333333,1,13,1,-97.692024230957,1,78727,1.98,2018-03-06,3,2018,337529.933333333
2663,29440134,419000.0,3.0,2847.0,4,4.33333333333333,2,13,1,-97.6848983764648,1,78727,1.98,2018-05-30,5,2018,337529.933333333
2664,29440122,375000.0,3.0,2906.0,4,4.33333333333333,2,13,1,-97.6827163696289,1,78727,1.98,2018-04-17,4,2018,337529.933333333
2665,29442827,250000.0,2.0,1293.0,3,4.33333333333333,1,13,1,-97.693244934082,1,78727,1.98,2018-08-29,8,2018,337529.933333333
2666,29438603,378000.0,4.0,2215.0,4,4.0,2,13,1,-97.6818618774414,1,78758,1.98,2018-04-04,4,2018,302999.205607477
2667,29441091,295000.0,2.0,1595.0,3,4.33333333333333,1,13,1,-97.6870956420898,1,78727,1.98,2018-09-22,9,2018,337529.933333333
2668,29443589,309500.0,3.0,2387.0,4,4.33333333333333,2,13,1,-97.6825180053711,1,78727,1.98,2018-11-02,11,2018,337529.933333333
2669,29438574,365000.0,2.0,1822.0,3,4.0,1,13,1,-97.6839828491211,1,78758,1.98,2018-07-13,7,2018,302999.205607477
2670,29443066,250000.0,2.0,1319.0,3,4.33333333333333,1,13,1,-97.6921234130859,1,78727,1.98,2018-09-27,9,2018,337529.933333333
2671,29441022,200000.0,2.0,1102.0,3,4.33333333333333,1,13,1,-97.6861419677734,1,78727,1.98,2018-03-10,3,2018,337529.933333333
2672,29395482,205000.0,1.0,567.0,1,6.0,1,16,1,-97.7427597045898,1,78705,1.98,2018-02-22,2,2018,506881.818181818
2673,29386722,599999.0,3.0,1565.0,3,5.0,2,11,1,-97.7271347045898,1,78702,1.98,2018-08-07,8,2018,448604.839622642
2674,89548921,429900.0,1.0,770.0,1,6.0,1,16,1,-97.7496337890625,1,78701,1.98,2018-12-23,12,2018,571300.0
2675,145658912,151500.0,1.0,450.0,1,6.0,1,16,1,-97.7480850219727,1,78705,1.98,2018-09-29,9,2018,506881.818181818
2676,29394206,225000.0,1.0,613.0,1,6.0,1,16,1,-97.7433776855469,1,78705,1.98,2018-03-16,3,2018,506881.818181818
2677,29389191,444000.0,2.0,1304.0,2,6.0,1,16,1,-97.7531585693359,1,78703,1.98,2018-02-22,2,2018,1122031.41584158
2678,89550912,415000.0,1.0,732.0,1,6.0,1,16,1,-97.7497406005859,1,78701,1.98,2018-06-02,6,2018,571300.0
2679,29385912,435000.0,2.0,1033.0,2,6.0,1,16,1,-97.7470779418945,1,78701,1.98,2018-01-31,1,2018,571300.0
2680,29393634,249900.0,2.0,705.0,2,6.0,1,16,1,-97.747688293457,1,78705,1.98,2018-03-24,3,2018,506881.818181818
2681,62605383,899900.0,3.0,2697.0,3,6.0,1,16,1,-97.7418365478516,1,78701,1.98,2018-04-28,4,2018,571300.0
2682,29333626,2200000.0,5.0,6003.0,4,7.0,2,16,1,-97.7550430297852,1,78703,1.98,2018-09-17,9,2018,1122031.41584158
2683,29327615,650000.0,2.0,1132.0,2,6.0,1,16,1,-97.754753112793,1,78703,1.98,2018-08-11,8,2018,1122031.41584158
2684,29397611,875000.0,2.0,2684.0,4,7.33333333333333,2,15,1,-97.7257461547852,1,78705,1.98,2018-03-28,3,2018,506881.818181818
2685,29388350,499000.0,2.0,1578.0,2,5.0,1,11,1,-97.7259674072266,1,78702,1.98,2018-08-18,8,2018,448604.839622642
2686,29387550,980000.0,3.0,2800.0,3,5.0,3,11,1,-97.7278137207031,1,78702,1.98,2018-04-04,4,2018,448604.839622642
2687,29329039,949950.0,3.0,2250.0,3,6.0,2,16,1,-97.7543258666992,1,78703,1.98,2018-03-01,3,2018,1122031.41584158
2688,83823823,249000.0,1.0,774.0,2,7.33333333333333,1,15,1,-97.7260971069336,1,78705,1.98,2018-09-08,9,2018,506881.818181818
2689,29390820,549000.0,4.0,3137.0,5,6.0,2,16,1,-97.7483291625977,1,78701,1.98,2018-04-30,4,2018,571300.0
2690,29327533,885000.0,3.0,2383.0,3,6.0,2,16,1,-97.7548675537109,1,78703,1.98,2018-09-22,9,2018,1122031.41584158
2691,241934815,1195000.0,5.0,3290.0,4,7.33333333333333,2,15,1,-97.7285079956055,1,78705,1.98,2018-05-01,5,2018,506881.818181818
2692,29386810,750000.0,3.0,2215.0,4,5.0,3,11,1,-97.7260131835938,1,78702,1.98,2018-03-12,3,2018,448604.839622642
2693,29387521,534900.0,2.0,1417.0,3,5.0,1,11,1,-97.7278060913086,1,78702,1.98,2018-04-03,4,2018,448604.839622642
2694,80087519,355000.0,2.0,1085.0,2,6.0,1,16,1,-97.7543640136719,1,78703,1.98,2018-08-02,8,2018,1122031.41584158
2695,29390773,699000.0,3.0,1964.0,2,6.0,2,16,1,-97.7463760375977,1,78701,1.98,2018-09-13,9,2018,571300.0
2696,79981514,627000.0,3.0,2324.0,3,5.0,2,11,1,-97.7290191650391,1,78702,1.98,2018-05-14,5,2018,448604.839622642
2697,29388289,375000.0,0.0,869.0,3,6.66666666666667,2,15,1,-97.7298049926758,1,78702,1.98,2018-07-06,7,2018,448604.839622642
2698,29396010,599900.0,2.0,1586.0,3,7.33333333333333,1,15,1,-97.7284851074219,1,78705,1.98,2018-07-24,7,2018,506881.818181818
2699,29331984,1995000.0,5.0,3649.0,4,7.0,2,16,1,-97.7549514770508,1,78703,1.98,2018-03-23,3,2018,1122031.41584158
